line number,source_type,year,customs_region,customs_office,partner,Export_Import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,value_minus_unit_val_x_qty,,,filepath,source,sheet,value_total,value_sub_total₁,value_sub_total₂,value_sub_total₃,data_collector,unverified,remarks,,absurd_observation,trade defici,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,madrier de noyer de 12 pied de long et de 4 pouce d'epaisseur,,,3475,,139,pièces,300,-38225,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Planches de noyer de 10 pied de long et de 6 pouce d'epaisseur,,,1050,,60,pièces,210,-11550,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Planches de noyer de 8 pied de long et de 2 pouce d'epaisseur,,,259380,,2882,pièces,90,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,poil de sanglier,,,2400,,4000,livres,"0,6",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,pains de gaines de lin pressés,,,"2,5",,3,pièces,"0,75","0,25",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Plumes à lit,,,715,,1300,livres,"0,55",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Sperme de baleine,,,1500,,300,livres,5,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Térébenthine,,,1800,,10,tonneaux,180,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Verdet,,,1800,,2000,livres,"0,9",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Cartes a jouer,,,480,,40,grosses,12,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Chandelles,,,438,,1460,livres,"0,3",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,papier blanc,,,134502,,22417,rames,6,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,peau de marroquin rouge,,,952,,28,douzaine,34,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,tabac en cordes,,,"1250,6",,9620,livres,"0,13",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Verres à vitre,,,132,,6,paniers,22,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Citrons confits,,,"1050,1",,935,livres,"1,1","21,5999999999999",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Huitres marinées,,,13,,2,barrils ,"6,5",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Prunaux,,,10272,,171200,livres,"0,06",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,"6 Lveim=0,06lp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,reglisses,,,240,,1100,livres,"0,2",20,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Sucre blanc,,,"14703,6",,43245,livres,"0,34","0,299999999999272",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Sucre tête de forme,,,"9795,4",,30610,livres,"0,32","0,199999999998909",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Sucre terré,,,468,,2400,livres,"0,32",-300,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Sucre brun,,,"92580,6",,544590,livres,"0,175","-2722,64999999999",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,"sinon 0,3 avec 0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Sirop de Sucre,,,6615,,88200,livres,"0,075",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Eau de vie,,,115200,,1920,barriques,60,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Eau de la Reine de Hongrie,,,"10,1",,72,fioles,"0,15","-0,699999999999999",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Liqueurs,,,135,,150,pots,"0,9",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Vin de ville,,,487200,,5800,tonneaux,84,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Vin de haut,,,57510,,639,tonneaux,90,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Vin de Blaye,,,1080,,24,tonneaux,45,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Vinaigre,,,4500,,50,tonneaux,90,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Bray sec,,,182,,2600,livres,"0,07",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Bouchons de liège,,,140,,400,livres,"0,35",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,huile de Terebentine,,,900,,5,tonneaux,180,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,"35s le h=0,35lp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Indigo,,,2275,,700,livres,"3,25",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,Liege,,,1680,,6000,livres,"0,28",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Pour le Nord,Export,papier blanc,,,17550,,3191,rames,5,1595,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Peaux d’agneau,,,1984,,441,douzaines,"4,5","-0,5",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Planches de noyer de 8 pied de long et de 2 pouce d'epaisseur,,,"693,6",,164,nombre,"6,666","-399,624",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Thérébentine,,,6270,,11400,livres ,"0,65",-1140,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Verdet,,,810,,900,livres,"0,9",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Espagne,Export,Eau de vie,,,240,,4,barriques,60,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Espagne,Export,Vin de haut,,,1395,,"15,5",tonneaux,90,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Anchois,,,48,1,8,barils,6,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,anchois,,,48,2,24,pots,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,anchois,,,48,3,1535,livres,"0,4",-566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Artichaux confits,,,288,,1440,livres,"0,2",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Artichaux secs,,,30,,100,livres,"0,3",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Andouilles,,,25,,100,livres,"0,25",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Amandes cassées,,,"4858,15",,7475,livres,"0,65","-0,600000000000364",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Amandes en coques,,,990,,2750,livres,"0,36",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Anis,,,24,,80,livres,"0,3",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Bœuf salé,,,115248,,7203,barils,16,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Bled d'Espagne,,,45,,15,boisseaux,3,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Biscuit,,,9060,,120800,livres,"0,075",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Beurre,,,"29007,1",,116030,livres,"0,25","-0,400000000001455",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Bierre,,,18,,1,barrique,18,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,Isles françaises de l'Amerique,Export,Cuisses d’oie,,,175,1,7,barils ,25,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,cuisses d’oie,,,240,2,60,douzaines,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,cuisses d’oie,,,760,3,2000,livres,"0,38",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Cervelats,,,50,,100,livres,"0,5",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Canelle,,,600,,100,livres,6,0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Caffé,,,"2787,1",,1115,livres,"2,5","-0,400000000000091",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Confitures,,,1308,,2180,livres,"0,6",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Capres,,,"697,1",,1550,livres,"0,45","-0,399999999999977",,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1717,Bordeaux,,NA,Export,Caoutchouc,,,40,,100,livres,"0,4",0,,,Bordeaux -- 1717 -- Exports&Imports -- AD33_C_4268,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
