numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exporstimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,remarks
646,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Rouës de cabrouetes,Nantes,Isles françoises de l'Amérique,74,Paires,75,.,
647,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Sirop de sucre,Nantes,Isles françoises de l'Amérique,30850,Livres,"0,07525",.,
648,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Sel,Nantes,Isles françoises de l'Amérique,21,Muids,50,.,
649,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Sel,Nantes,Isles françoises de l'Amérique,62,Bariques,.,.,pas de valeur unitaire
650,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Suif,Nantes,Isles françoises de l'Amérique,29475,Livres,"0,5",.,
651,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Savon,Nantes,Isles françoises de l'Amérique,6775,Livres,"0,4",.,
652,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Souffre,Nantes,Isles françoises de l'Amérique,275,Livres,"0,13",.,
653,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Serge de laine,Nantes,Isles françoises de l'Amérique,6119,Aunes,1,.,
654,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Souliers,Nantes,Isles françoises de l'Amérique,7411,Paires,"3,5",.,
655,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Selles de cheval,Nantes,Isles françoises de l'Amérique,506,Nombre,28,.,
656,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Sennes à pêcher,Nantes,Isles françoises de l'Amérique,300,Livres,1,.,
657,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Serpes de fer,Nantes,Isles françoises de l'Amérique,2382,Nombres,"0,75",.,
658,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Thé divers,Nantes,Isles françoises de l'Amérique,600,Livres,"5,125",.,
659,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Tabac filé,Nantes,Isles françoises de l'Amérique,75,Livres,"0,365",.,
660,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Tapisserie d'Hongrie,Nantes,Isles françoises de l'Amérique,33,Aunes,.,.,pas de valeur unitaire
661,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Toile de Cotton,Nantes,Isles françoises de l'Amérique,96,Pièces,35,.,
662,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Toile de Cotton,Nantes,Isles françoises de l'Amérique,6350,Livres,5,.,
663,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Toile de Bretagne,Nantes,Isles françoises de l'Amérique,18275,Aunes,1,.,
664,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Toile de Bretagne,Nantes,Isles françoises de l'Amérique,575509,Livres,4,.,
665,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Tambours de fer,Nantes,Isles françoises de l'Amérique,10150,Livres,"0,15",.,
666,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Tuffeaux,Nantes,Isles françoises de l'Amérique,25806,Nombres,"0,2",.,
667,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Tuilles,Nantes,Isles françoises de l'Amérique,24,Milliers,18,.,
668,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Terre à sucre,Nantes,Isles françoises de l'Amérique,10,Bariques,.,.,pas de valeur unitaire
669,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vin Nantois,Nantes,Isles françoises de l'Amérique,310,Tonneaux,120,.,
670,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vin de Bordeaux,Nantes,Isles françoises de l'Amérique,"280,25",Tonneaux,300,.,
671,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vin de Clerack,Nantes,Isles françoises de l'Amérique,5,Tonneaux,250,.,
672,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vin de foret,Nantes,Isles françoises de l'Amérique,70,Pièces,50,.,
673,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vin de Bourgogne,Nantes,Isles françoises de l'Amérique,9,Feuillette,100,.,
674,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vin de Montagne,Nantes,Isles françoises de l'Amérique,"11,5",Tonneaux,200,.,"pas de prix, prix ajouté à partir du prix indiqué pour la Guinée pour la même marchandise."
675,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vin de Champagne,Nantes,Isles françoises de l'Amérique,2140,Bouteilles,.,.,600 lt le tonneau mais pas de prix à la bouteille.
676,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vinaigre,Nantes,Isles françoises de l'Amérique,2,Tonneaux,110,.,
677,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Vaisselle d'argent,Nantes,Isles françoises de l'Amérique,344,Marcs,57,.,
678,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Verres à boire,Nantes,Isles françoises de l'Amérique,500,Livres,"0,8",.,
679,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,14,1740,Export,Velours,Nantes,Isles françoises de l'Amérique,39,Livres,40,.,
