goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
baracan de poil,64,out,non,488417
baras,1,out,non,488417
barat de laine,1,out,non,488417
baratte,1,out,non,488417
barbançons,6,out,non,488417
barbançons de grès,14,out,non,488417
barbançons de terre,15,out,non,488417
barbançons de terre de grès,1,out,non,488417
barbançons de verre,1,out,non,488417
barbe de baleine,10,out,non,488417
barbotine,43,out,non,488417
barbues,1,out,non,488417
barbues couvertes d'étamine,1,out,non,488417
barbues de grès,14,out,non,488417
barbues de terre,1,out,non,488417
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,out,non,488417
bardes,5,out,non,488417
barilleau,8,out,non,488417
barilleau de laine,2,out,non,488417
barils,9,out,non,488417
barils à poudre,5,out,non,488417
barils ancres,1,out,non,488417
barils de chêne,1,out,non,488417
barils de fer-blanc,1,out,non,488417
barils de fer-blanc simples,1,out,non,488417
barils de sapin,1,out,non,488417
barils de tonnelier,2,out,non,488417
barils de vin de ???,4,out,non,488417
barils doubles de fer-blanc,1,out,non,488417
barils neufs,1,out,non,488417
barils petits,2,out,non,488417
barils pour saler sardines,1,out,non,488417
barils vides,114,out,non,488417
barils vides de sardines,2,out,non,488417
barils vieux,1,out,non,488417
barois,8,out,non,488417
baromètre,6,out,non,488417
barques,2,out,non,488417
barques démontées,1,out,non,488417
barques en bottes,1,out,non,488417
barquettes,1,out,non,488417
barquettes et nacelles,1,out,non,488417
barquettes vieilles,1,out,non,488417
barreau de laine,2,out,non,488417
barreaux,3,out,non,488417
barreaux de bois,8,out,non,488417
barreaux de bois et planches de bois,6,out,non,488417
barreaux de sapin,2,out,non,488417
barreaux de sapin de 10 pieds,1,out,non,488417
barreaux neufs,2,out,non,488417
barres,4,out,non,488417
barres à nègre,1,out,non,488417
barres carrées de fer étiré,6,out,non,488417
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,out,non,488417
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,out,non,488417
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,out,non,488417
barres carrées de fer étiré de moins de 15 millimètres,1,out,non,488417
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,out,non,488417
barres d'anspect en bois,1,out,non,488417
barres d'anspects,96,out,non,488417
barres d'anspects et barres de cabestan,1,out,non,488417
barres d'étain,3,out,non,488417
barres d'étain ou blocs d'étain,2,out,non,488417
barres de barrique,1,out,non,488417
barres de bois,37,out,non,488417
barres de cabestan,65,out,non,488417
barres de cabestan en bois,2,out,non,488417
barres de chêne,1,out,non,488417
barres de chêne petites,1,out,non,488417
barres de cuivre,1,out,non,488417
barres de fer,2691,out,non,488417
barres de fer à frire,1,out,non,488417
barres de fer blanc,2,out,non,488417
barres de fer d'Espagne,3,out,non,488417
barres de fer de Suède,2,out,non,488417
barres de fer étiré,2,out,non,488417
barres de futel,1,out,non,488417
barres de guindeau,45,out,non,488417
barres de sapin,2,out,non,488417
barres de sapin de 3 à 4 pieds,1,out,non,488417
barres de sapin pour fonçaille,1,out,non,488417
barres et verges de fer,15,out,non,488417
barres fines de fer,1,out,non,488417
barres maître-fond,1,out,non,488417
barres plates de fer étiré,6,out,non,488417
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,out,non,488417
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,out,non,488417
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,out,non,488417
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,out,non,488417
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,out,non,488417
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,out,non,488417
barres pour édifices,1,out,non,488417
barres pour édifiées,1,out,non,488417
barres rondes de fer étiré,6,out,non,488417
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,out,non,488417
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,out,non,488417
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,out,non,488417
barres rondes de fer étiré de moins de 15 millimètres ou 7 lignes diamètres,1,out,non,488417
barrettes,1,out,non,488417
barrettes de cuivre,3,out,non,488417
barrettes de fer,1,out,non,488417
barriques,53,out,non,488417
barriques à eau,2,out,non,488417
barriques cerclées de fer,1,out,non,488417
barriques cerclées de fer et vides,1,out,non,488417
barriques en bœuf,1,out,non,488417
barriques neuves,5,out,non,488417
barriques vides,93,out,non,488417
barriques vides vieilles,48,out,non,488417
barriques vieilles,21,out,non,488417
bas,11,out,non,488417
bas à crin d'or et de soie,1,out,non,488417
bas communs,2,out,non,488417
bas d'estam,1,out,non,488417
bas d'estame,68,out,non,488417
bas d'estame fins,2,out,non,488417
bas d'étoffe,1,out,non,488417
bas de bourre de soie,6,out,non,488417
bas de Carcassone,1,out,non,488417
bas de castor,11,out,non,488417
bas de chamois,19,out,non,488417
bas de coton,566,cotton goods,non,14784
bas de coton 1300 lignes,1,cotton goods,non,14784
bas de coton de femme,1,cotton goods,non,14784
bas de coton en paires,1,cotton goods,non,14784
bas de coton et bas de fil,324,cotton goods,non,14784
bas de coton et bas de fil et bas de soie,1,cotton goods,non,14784
bas de coton et bas de fil par paires,1,cotton goods,non,14784
bas de coton et bas de soie,1,cotton goods,non,14784
bas de coton et bonnets de coton,30,cotton goods,non,14784
bas de coton et laine,1,cotton goods,non,14784
bas de coton pour enfant,1,cotton goods,non,14784
bas de coton pour femme,1,cotton goods,non,14784
bas de coton pour homme,1,cotton goods,non,14784
bas de fil,707,out,non,488417
bas de fil commun,21,out,non,488417
bas de fil d'or,2,out,non,488417
bas de fil divers,1,out,non,488417
bas de fil et bas de laine,1,out,non,488417
bas de fil et bonnets,2,out,non,488417
bas de fil et pour femme,2,out,non,488417
bas de fil et pour homme,1,out,non,488417
bas de fil par paires,3,out,non,488417
bas de filoselle,258,out,non,488417
bas de Flandre d'homme,1,out,non,488417
bas de Flandre de femme,1,out,non,488417
bas de fleuret,83,out,non,488417
bas de laine,807,out,non,488417
bas de laine 40 lignes,1,out,non,488417
bas de laine communs,9,out,non,488417
bas de laine d'homme,1,out,non,488417
bas de laine de Ségovie,3,out,non,488417
bas de laine écarlate,2,out,non,488417
bas de laine et bas de soie,1,out,non,488417
bas de laine et bonnets de laine,7,out,non,488417
bas de laine et gants de laine et bonnets de laine,2,out,non,488417
bas de laine fin,17,out,non,488417
bas de laine grossière,21,out,non,488417
bas de laine par paires,2,out,non,488417
bas de mulet,1,out,non,488417
bas de peau,14,out,non,488417
bas de poil,8,out,non,488417
bas de poil et bas de soie,3,out,non,488417
bas de Saint-Mexant,7,out,non,488417
bas de Ségovie,2,out,non,488417
bas de soie,1413,out,non,488417
bas de soie à coins d'argent,1,out,non,488417
bas de soie à coins d'or,2,out,non,488417
bas de soie à coins d'or et bas de soie à coins d'argent,2,out,non,488417
bas de soie brodés,1,out,non,488417
bas de soie brodés d'or,1,out,non,488417
bas de soie brodés d'or et bas de soie brodés d'argent,1,out,non,488417
bas de soie de Chine,1,out,non,488417
bas de soie de Chine pour femme,1,out,non,488417
bas de soie de Chine pour homme,1,out,non,488417
bas de soie et gants de soie,1,out,non,488417
bas de soie pour femme,27,out,non,488417
bas de soie pour homme,28,out,non,488417
bas de soie pour teindre,1,out,non,488417
bas de soie vieux,3,out,non,488417
bas de toile,1,out,non,488417
bas des Îles et des Indes,1,out,non,488417
bas des Indes de poil,1,out,non,488417
bas drapés,1,out,non,488417
bas écriers,1,out,non,488417
bas et bonnets de castor,1,out,non,488417
bas et bonnets de fil,4,out,non,488417
bas et gants de poil,1,out,non,488417
bas étrillés,1,out,non,488417
bas gants et bonnets de laine fil et coton,2,cotton goods,non,14784
bas grossiers,4,out,non,488417
bas pour femme,1,out,non,488417
bas pour homme,1,out,non,488417
bas-relief de marbre,1,out,non,488417
basanes,46,out,non,488417
basanes apprêtées,1,out,non,488417
basanes de mouton,9,out,non,488417
basanes de mouton tannées,2,out,non,488417
basanes de veau,4,out,non,488417
basanes tannées,292,out,non,488417
basanes tannées de veau,8,out,non,488417
basin,686,cotton goods,non,14784
basin argent et or,1,out,non,488417
basin blanc,4,cotton goods,non,14784
basin blanc de 10 aunes,1,cotton goods,non,14784
basin blanc de 11 aunes,1,cotton goods,non,14784
basin blanc de fil,1,out,non,488417
basin brodé,7,out,non,488417
basin brodé de soie,1,out,non,488417
basin brodé de soie et d'or,1,out,non,488417
basin clair mêlé de coton,1,cotton goods,non,14784
basin commun,16,cotton goods,non,14784
basin coton,1,cotton goods,non,14784
"basin de Bruges écru en pièce de 11,5 aunes",1,cotton goods,non,14784
basin de coton et basin de fil,2,cotton goods,non,14784
basin de fil,4,cotton goods,non,14784
basin de fil et de coton,2,cotton goods,non,14784
basin de Godelour,1,out,non,488417
basin de lin,2,out,non,488417
basin de lin peint,1,out,non,488417
basin de Rouen,1,cotton goods,non,14784
basin de soie,1,out,non,488417
basin de Troyes,11,cotton goods,non,14784
basin des Indes,47,cotton goods,non,14784
basin en aunes,1,cotton goods,non,14784
basin et Nankin,99,cotton goods,non,14784
basin peint,1,cotton goods,non,14784
basin pièces de 11 aunes,1,cotton goods,non,14784
basin pièces de 15 aunes,1,cotton goods,non,14784
basin pièces de 40 aunes,1,cotton goods,non,14784
basin rayé,1,cotton goods,non,14784
basin sec fil,1,out,non,488417
basin tout coton,1,cotton goods,non,14784
basin uni et Nankin uni,38,cotton goods,non,14784
baspormettes,1,out,non,488417
basse,6,out,non,488417
basse de viole,12,out,non,488417
basse et bassons,1,out,non,488417
basse et chapeaux chinois,2,out,non,488417
bassin à barbe,1,out,non,488417
bassin à barbe de cuivre,1,out,non,488417
bassin à cassave,1,out,non,488417
bassin d'étain,28,out,non,488417
bassin de barbe,1,out,non,488417
bassin de bois,1,out,non,488417
bassin de cuivre,122,out,non,488417
bassin de cuivre grand,1,out,non,488417
bassin de cuivre jaune,13,out,non,488417
bassin de cuivre jaune et chaudron de cuivre jaune,1,out,non,488417
bassin de cuivre jaune pour l'entrepôt à la destination de la Compagnie des Indes,1,out,non,488417
bassin de cuivre petit,1,out,non,488417
bassin de cuivre pour l'entrepôt pour Guinée,1,out,non,488417
bassin de fer,8,out,non,488417
bassin de marbre,1,out,non,488417
bassines de cuivre,6,out,non,488417
bassons,5,out,non,488417
bassons clarinettes,2,out,non,488417
bast et écorce d'arbre et foularde,4,out,non,488417
batanomes,146,out,non,488417
batanony,3,out,non,488417
bâtardes,1,out,non,488417
batavia,7,out,non,488417
bateaux,9,out,non,488417
bateaux à pêcher,3,out,non,488417
bateaux neufs,40,out,non,488417
bâtiments de mer,21,out,non,488417
bâtiments de mer vieux,1,out,non,488417
bâtiments naufragés,1,out,non,488417
batiste,559,out,non,488417
batiste blanche,1,out,non,488417
batiste brochée,1,out,non,488417
batiste de 12 aunes,1,out,non,488417
batiste de fil,12,out,non,488417
batiste de lin,15,out,non,488417
batiste de lin et linon de lin,14,out,non,488417
batiste écrue,2,out,non,488417
batiste et linon,135,out,non,488417
batiste et linon de chanvre,2,out,non,488417
batiste et linon de chanvre et de lin,7,out,non,488417
batiste fine,8,out,non,488417
batiste grise,1,out,non,488417
batiste Lorient,1,out,non,488417
batonge de bois,1,out,non,488417
bâtons,5,out,non,488417
bâtons à chandelle,2,out,non,488417
bâtons à étendre le linge,1,out,non,488417
bâtons à faire cercles,1,out,non,488417
bâtons à frottoir,1,out,non,488417
bâtons à gaffes,6,out,non,488417
bâtons à lave-place,18,out,non,488417
bâtons à œillets,1,out,non,488417
bâtons à pinceaux,1,out,non,488417
bâtons d'éventails d'ivoire,1,out,non,488417
bâtons de bois,2,out,non,488417
bâtons de bois peints,1,out,non,488417
bâtons de bois vernis,1,out,non,488417
bâtons de brosses à goudronner,1,out,non,488417
bâtons de cap,1,out,non,488417
bâtons de colliers,3,out,non,488417
bâtons de fer,2,out,non,488417
bâtons de gabares,1,out,non,488417
bâtons de gabares de 14 à 16 pieds,1,out,non,488417
bâtons de gaffe,1,out,non,488417
bâtons de pompes,1,out,non,488417
bâtons de saloups,1,out,non,488417
bâtons de sapin,36,out,non,488417
bâtons de sapin de 4 pieds de long,2,out,non,488417
bâtons de sapin peint,1,out,non,488417
bâtons peints,2,out,non,488417
bâtons vernis,22,out,non,488417
bâts,2,out,non,488417
bâts à matelas,1,out,non,488417
bâts d'ânes,3,out,non,488417
bâts de bois,1,out,non,488417
bâts de chevaux,5,out,non,488417
bâts de mulets,7,out,non,488417
batterie d'airain,5,out,non,488417
batterie de cuisine,5,out,non,488417
batterie de cuisine en cuivre,5,out,non,488417
batterie de cuivre,3,out,non,488417
batterie de fer,12,out,non,488417
batterie de fer à cuisine,2,out,non,488417
batterie de fer coulé,2,out,non,488417
batterie de fer-blanc,1,out,non,488417
batterie en plaque,1,out,non,488417
battes à fer,1,out,non,488417
battoirs,1,out,non,488417
battoirs à lessive,1,out,non,488417
baudriers,30,out,non,488417
baudriers de cuir,3,out,non,488417
baule,1,out,non,488417
baumanes,1,out,non,488417
baume,143,out,non,488417
baume de benjoin,44,out,non,488417
baume de Copahu,123,out,non,488417
baume de Copahu et du Pérou,3,out,non,488417
baume de gaïac,1,out,non,488417
baume de l'Amérique,1,out,non,488417
baume de la Mecque,14,out,non,488417
baume de storax liquide et en pain,2,out,non,488417
baume de storax naturel,3,out,non,488417
baume de storax préparé,2,out,non,488417
baume de storax préparé en grains,1,out,non,488417
baume de storax préparé liquide,29,out,non,488417
baume de Sucre,2,out,non,488417
baume de Tolu,2,out,non,488417
baume de vie,14,out,non,488417
baume du Canada,1,out,non,488417
baume du Levant,1,out,non,488417
baume du Pérou,86,out,non,488417
baume et élixir,1,out,non,488417
baume et sucs d'espèces particulières,2,out,non,488417
baume laque,1,out,non,488417
baume noir,1,out,non,488417
baume rouge,1,out,non,488417
baume tranquille,1,out,non,488417
bavette,1,out,non,488417
bavoirs,1,out,non,488417
bayette,140,out,non,488417
bayette blanche,1,out,non,488417
bayette blanche aune,1,out,non,488417
bayette bleue,7,out,non,488417
bayette bleue et rouge,1,out,non,488417
bayette de Beauvais,1,out,non,488417
bayette de prise,6,out,non,488417
bayette des Indes,1,out,non,488417
bayette grosse,1,out,non,488417
bayette teinte,1,out,non,488417
bayette teinte aune,1,out,non,488417
bayoulen,1,out,non,488417
bazzitte,1,out,non,488417
bdellium,21,out,non,488417
beau vert broyé,2,out,non,488417
beaudeaux,1,out,non,488417
beaupré,1,out,non,488417
bécasses,9,out,non,488417
bécassines,2,out,non,488417
becfigues marinés,1,out,non,488417
bêches,1,out,non,488417
bêches de fer,1,out,non,488417
beige,1,out,non,488417
béliers brebis et moutons communs,7,out,non,488417
béliers mérinos,2,out,non,488417
béliers mérinos et métis,7,out,non,488417
belinge,1,out,non,488417
bem ???,1,out,non,488417
bem de Vimoutiers,1,out,non,488417
bem pour voile,3,out,non,488417
benblanc,1,out,non,488417
benfletins,1,out,non,488417
Bengale,1,out,non,488417
bénitier de marbre,3,out,non,488417
bénitier de marbre ouvré,1,out,non,488417
bénitier de marbre pesant 250 livres,1,out,non,488417
benjoin,151,out,non,488417
benjoin du Levant,1,out,non,488417
bennes,1,out,non,488417
bennes vides,1,out,non,488417
berce de fer et lit de fer,1,out,non,488417
berceau d'enfant,2,out,non,488417
berceau d'osier,1,out,non,488417
bergamote,2,out,non,488417
bergamotes,111,out,non,488417
bergamotes fraîches,1,out,non,488417
Bergopzoom,5,out,non,488417
Bergopzoom aune,1,out,non,488417
berline,6,out,non,488417
