simplification,nbr_occurences_simpl,obsolete,luxe_dans_SITC,nbr_occurences_luxe_dans_SITC
barat de laine,1,non,,804074
baratte,1,non,,804074
barbaçons de grès,1,oui,,804074
barbançons,6,non,,804074
barbançons de grès,52,non,,804074
barbançons de terre,21,non,,804074
barbançons de terre de grès,1,oui,,804074
barbançons de verre,1,non,,804074
barbe de baleine,12,non,,804074
barbotine,43,non,,804074
barbues,1,non,,804074
barbues couvertes d'étamine,1,non,,804074
barbues de grès,14,non,,804074
barbues de terre,1,non,,804074
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,non,,804074
bardes,5,non,,804074
barille,1,non,,804074
barille de retour,1,non,,804074
barilleau,8,non,,804074
barilleau de laine,3,non,,804074
barils,81,non,,804074
barils à poudre,5,non,,804074
barils ancres,1,non,,804074
barils de chêne,1,non,,804074
barils de fer-blanc,1,non,,804074
barils de fer-blanc simples,1,non,,804074
barils de retour,1,non,,804074
barils de sapin,1,non,,804074
barils de tonnelier,3,non,,804074
barils de vin de ???,4,non,,804074
barils doubles de fer-blanc,1,non,,804074
barils en bottes,1,non,,804074
barils neufs,3,non,,804074
barils petits,2,non,,804074
barils pour saler sardines,1,non,,804074
barils vides,124,non,,804074
barils vides pour sardines,3,non,,804074
barils vieux,1,non,,804074
barois,8,non,,804074
baromètre,6,non,,804074
barques,2,non,,804074
barques démontées,1,non,,804074
barques en bottes,1,non,,804074
barquettes,210,non,,804074
barquettes et nacelles,5,non,,804074
barquettes vieilles,5,non,,804074
barreau de laine,2,non,,804074
barreaux,3,non,,804074
barreaux de bois,8,non,,804074
barreaux de bois et planches de bois,6,non,,804074
barreaux de sapin,2,non,,804074
barreaux de sapin de 10 pieds,1,non,,804074
barreaux neufs,2,non,,804074
barres,115,non,,804074
barres à nègre,1,non,,804074
barres carrées de fer étiré,6,non,,804074
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,non,,804074
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,non,,804074
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,non,,804074
barres carrées de fer étiré de moins de 15 millimètres,1,non,,804074
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,non,,804074
barres d'anspects,113,non,,804074
barres d'anspects en bois,6,non,,804074
barres d'anspects et barres de cabestan,134,non,,804074
barres d'étain,3,non,,804074
barres d'étain ou blocs d'étain,2,non,,804074
barres de barrique,1,non,,804074
barres de bois,41,non,,804074
barres de cabestan,73,non,,804074
barres de cabestan en bois,2,non,,804074
barres de chêne,1,non,,804074
barres de chêne petites,1,non,,804074
barres de cuivre,2,non,,804074
barres de cuivre petites,1,non,,804074
barres de futel,1,non,,804074
barres de guindeau,48,non,,804074
barres de sapin,2,non,,804074
barres de sapin de 3 à 4 pieds,1,non,,804074
barres de sapin pour fonçaille,1,non,,804074
barres et cercles de fer,1,non,,804074
barres et clous de fer,1,non,,804074
barres et tôle de fer,2,non,,804074
barres et verges de fer,14,non,,804074
barres fines de fer,2,non,,804074
barres maître-fond,5,non,,804074
barres ouvrées de fer,1,non,,804074
barres plates de fer étiré,6,non,,804074
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,non,,804074
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,non,,804074
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,non,,804074
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,non,,804074
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,non,,804074
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,non,,804074
barres pour édifices,1,non,,804074
barres pour édifiées,1,non,,804074
barres rondes de fer étiré,6,non,,804074
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,non,,804074
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,non,,804074
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,non,,804074
barres rondes de fer étiré de moins de 15 millimètres ou 7 lignes diamètres,1,non,,804074
barretons d'or,1,non,,804074
barrettes,1,non,,804074
barrettes de cuivre,3,non,,804074
barrettes de fer,1,non,,804074
barriques,67,non,,804074
barriques à eau,4,non,,804074
barriques cerclées de fer,1,non,,804074
barriques cerclées de fer et vides,1,non,,804074
barriques d'eau,1,oui,,804074
barriques d'eau en lest,1,non,,804074
barriques en bœuf,1,non,,804074
barriques neuves,5,non,,804074
barriques vides,204,non,,804074
barriques vides vieilles,48,non,,804074
barriques vieilles,21,non,,804074
barriques vieilles ???,4,non,,804074
bas,84,non,,804074
bas à crin d'or et de soie,1,non,,804074
bas communs,2,non,,804074
bas d'estam,1,oui,,804074
bas d'estame,75,non,,804074
bas d'estame fins,2,non,,804074
bas d'estame grossiers,2,non,,804074
bas d'étoffe,1,non,,804074
bas de bourre de soie,7,non,,804074
bas de Carcassone,1,non,,804074
bas de castor,26,non,,804074
bas de chamois,19,non,,804074
bas de coton,724,non,,804074
bas de coton 1300 lignes,1,non,,804074
bas de coton de femme,1,non,,804074
bas de coton en paires,0,non,,804074
bas de coton et bas de fil,368,non,,804074
bas de coton et bas de fil et bas de soie,1,non,,804074
bas de coton et bas de fil par paires,0,oui,,804074
bas de coton et bas de soie,1,non,,804074
bas de coton et bonnets de coton,35,non,,804074
bas de coton et laine,1,non,,804074
bas de coton pour enfant,1,non,,804074
bas de coton pour femme,1,non,,804074
bas de coton pour homme,1,non,,804074
bas de coutil,1,non,,804074
bas de fil,867,non,,804074
bas de fil commun,21,non,,804074
bas de fil d'or,2,non,,804074
bas de fil divers,1,non,,804074
bas de fil en paire,1,oui,,804074
bas de fil en paires,0,non,,804074
bas de fil et bas de laine,2,non,,804074
bas de fil et bonnets,2,non,,804074
bas de fil et pour femme,2,non,,804074
bas de fil et pour homme,1,non,,804074
bas de fil étrillés,9,non,,804074
bas de fil étrillés communs,1,non,,804074
bas de fil par paires,1,oui,,804074
bas de filoselle,390,non,,804074
bas de Flandre d'homme,1,non,,804074
bas de Flandre de femme,1,non,,804074
bas de flans,1,non,,804074
bas de fleuret,87,non,,804074
bas de laine,1003,non,,804074
bas de laine 40 lignes,1,non,,804074
bas de laine communs,10,non,,804074
bas de laine d'homme,1,non,,804074
bas de laine de Ségovie,3,non,,804074
bas de laine écarlate,2,non,,804074
bas de laine en paires,0,non,,804074
bas de laine et bas de soie,1,non,,804074
bas de laine et bonnets de laine,2,non,,804074
bas de laine et gants de laine et bonnets de laine,2,non,,804074
bas de laine fin,18,non,,804074
bas de laine grossière,28,non,,804074
bas de laine grossière pour enfant,2,non,,804074
bas de laine grossière pour homme,1,non,,804074
bas de laine par paires,0,oui,,804074
bas de laine pour femme,2,non,,804074
bas de laine pour homme,1,non,,804074
bas de mulet,1,non,,804074
bas de peau,23,non,,804074
bas de poil,9,non,,804074
bas de poil et bas de soie,3,non,,804074
bas de Saint-Mexant,7,non,,804074
bas de Ségovie,2,non,,804074
bas de soie,1675,non,,804074
bas de soie à coins d'argent,1,non,,804074
bas de soie à coins d'or,2,non,,804074
bas de soie à coins d'or et bas de soie à coins d'argent,2,non,,804074
bas de soie brodés,1,non,,804074
bas de soie brodés d'or,1,non,,804074
bas de soie brodés d'or et bas de soie brodés d'argent,1,non,,804074
bas de soie de Chine,2,non,,804074
bas de soie de Chine pour femme,2,non,,804074
bas de soie de Chine pour homme,2,non,,804074
bas de soie en paire,1,oui,,804074
bas de soie et gants de soie,1,non,,804074
bas de soie pour femme,32,non,,804074
bas de soie pour homme,33,non,,804074
bas de soie pour teindre,1,non,,804074
bas de soie vieux,3,non,,804074
bas de toile,1,non,,804074
bas des Îles et des Indes,1,non,,804074
bas des Indes de poil,1,non,,804074
bas drapés,1,non,,804074
bas écriers,1,non,,804074
bas et bonnets de castor,1,non,,804074
bas et bonnets de coton,2,non,,804074
bas et bonnets de fil,4,non,,804074
bas et gants de poil,1,non,,804074
bas étrillés,1,non,,804074
bas gants et bonnets de laine fil et coton,16,non,,804074
bas grossiers,4,non,,804074
bas pour femme,2,non,,804074
bas pour homme,2,non,,804074
bas-relief de marbre,1,non,,804074
basanes,47,non,,804074
basanes apprêtées,1,non,,804074
basanes blanc,1,non,,804074
basanes chamoisées,1,non,,804074
basanes de maroquin,1,non,,804074
basanes de mouton,9,non,,804074
basanes de mouton tannées,2,non,,804074
basanes de veau,4,non,,804074
basanes tannées,318,non,,804074
basanes tannées de veau,8,non,,804074
basin,922,non,milieu de gamme,43978
basin argent et or,1,non,,804074
basin blanc,10,non,,804074
basin blanc de 10 aunes,1,non,,804074
basin blanc de 11 aunes,1,non,,804074
basin blanc de fil,1,non,,804074
basin brodé,7,non,,804074
basin brodé de soie,1,non,,804074
basin brodé de soie et d'or,1,non,,804074
basin clair mêlé de coton,1,non,,804074
basin commun,16,non,,804074
basin coton,1,non,,804074
basin de 11 aunes,1,non,,804074
basin de 15 aunes,1,non,,804074
basin de 40 aunes,1,non,,804074
basin de Bruges écru de 115 aunes,1,non,,804074
basin de chanvre,1,non,,804074
basin de coton et basin de fil,2,non,,804074
basin de fil,4,non,,804074
basin de fil et de coton,2,non,,804074
basin de Godelour,1,non,,804074
basin de lin,2,non,,804074
basin de lin peint,1,non,,804074
basin de Rouen,1,non,,804074
basin de soie,1,non,,804074
basin de Troyes,11,non,,804074
basin des Indes,59,non,milieu de gamme,43978
basin en aunes,1,non,,804074
basin et Nankin,99,non,haut de gamme,12093
basin peint,7,non,,804074
basin rayé,2,non,,804074
basin sec fil,1,non,,804074
basin tout coton,1,non,,804074
basin uni et Nankin uni,38,non,haut de gamme,12093
baspormettes,1,non,,804074
basse,10,non,,804074
basse de viole,14,non,,804074
basse et bassons,48,non,,804074
basse et chapeaux chinois,2,non,,804074
bassin à barbe,1,non,,804074
bassin à barbe de cuivre,1,non,,804074
bassin à cassave,1,non,,804074
bassin d'étain,31,non,,804074
bassin de barbe,1,non,,804074
bassin de bois,1,non,,804074
bassin de cuivre,129,non,,804074
bassin de cuivre grand,1,non,,804074
bassin de cuivre jaune,13,non,,804074
bassin de cuivre jaune et chaudron de cuivre jaune,1,non,,804074
bassin de cuivre jaune pour l'entrepôt à la destination de la Compagnie des Indes,1,non,,804074
bassin de cuivre petit,1,non,,804074
bassin de cuivre pour l'entrepôt pour Guinée,1,non,,804074
bassin de fer,8,non,,804074
bassin de marbre,1,non,,804074
bassines de cuivre,5,non,,804074
bassons,7,non,,804074
bassons clarinettes,2,non,,804074
bast et écorce d'arbre et foularde,232,non,,804074
batanomes,163,non,milieu de gamme,43978
batanony,4,non,,804074
bâtardes,1,non,,804074
batavia,8,non,,804074
bateaux,204,non,,804074
bateaux à pêcher,6,non,,804074
bateaux à pêcher petits,1,non,,804074
bateaux neufs,40,non,,804074
bateaux petits,3,non,,804074
bateaux petits démontés,3,non,,804074
bâtiments de mer,22,non,,804074
bâtiments de mer vieux,1,non,,804074
bâtiments naufragés,1,non,,804074
batiste,582,non,haut de gamme,12093
batiste blanche,4,non,,804074
batiste brochée,1,non,,804074
batiste de 12 aunes,1,non,,804074
batiste de fil,12,non,haut de gamme,12093
batiste de lin,15,non,haut de gamme,12093
batiste de lin et linon de lin,14,non,haut de gamme,12093
batiste de Lorient,1,non,,804074
batiste écrue,2,non,,804074
batiste en carreaux,1,non,,804074
batiste et linon,144,non,haut de gamme,12093
batiste et linon de chanvre,2,non,,804074
batiste et linon de chanvre et de lin,7,non,,804074
batiste fine,8,non,,804074
batiste grise,4,non,,804074
bâtons,5,non,,804074
bâtons à chandelle,3,non,,804074
bâtons à étendre le linge,1,non,,804074
bâtons à faire cercles,12,non,,804074
bâtons à frottoir,2,non,,804074
bâtons à gaffes,6,non,,804074
bâtons à lave-place,21,non,,804074
bâtons à œillets,1,non,,804074
bâtons à pinceaux,1,non,,804074
bâtons d'éventails d'ivoire,1,non,,804074
bâtons de bois,4,non,,804074
bâtons de bois peints,1,non,,804074
bâtons de bois vernis,1,non,,804074
bâtons de brosses à goudronner,1,non,,804074
bâtons de cap,1,non,,804074
bâtons de colliers,3,non,,804074
bâtons de fer,1,non,,804074
bâtons de gabares,1,non,,804074
bâtons de gabares de 14 à 16 pieds,1,non,,804074
bâtons de gaffe,1,non,,804074
bâtons de pompes,1,non,,804074
bâtons de saloups,1,non,,804074
bâtons de sapin,41,non,,804074
bâtons de sapin de 30 pieds,1,non,,804074
bâtons de sapin de 4 pieds de long,2,non,,804074
bâtons de sapin peint,1,non,,804074
bâtons peints,2,non,,804074
bâtons vernis,22,non,,804074
bâts,4,non,,804074
bâts à matelas,1,non,,804074
bâts d'ânes,3,non,,804074
bâts de bois,1,non,,804074
bâts de chevaux,5,non,,804074
bâts de mulets,8,non,,804074
batterie d'airain,5,non,,804074
batterie de cuisine,5,non,,804074
batterie de cuisine en cuivre,5,non,,804074
batterie de cuivre,4,non,,804074
batterie de fer,17,non,,804074
batterie de fer à cuisine,2,non,,804074
batterie de fer coulé,2,non,,804074
batterie de fer-blanc,1,non,,804074
batterie en plaque,1,non,,804074
battes à fer,1,non,,804074
battes de jeu de paume,1,non,,804074
battoirs,1,non,,804074
battoirs à lessive,1,non,,804074
baudriers,30,non,,804074
baudriers de cuir,3,non,,804074
baule,1,non,,804074
baumanes,1,non,,804074
baume,151,non,,804074
baume de benjoin,44,non,,804074
baume de Copahu,129,non,,804074
baume de Copahu et du Pérou,3,non,,804074
baume de gaïac,1,non,,804074
baume de l'Amérique,1,non,,804074
baume de la Mecque,15,non,,804074
baume de storax liquide et en pain,2,non,,804074
baume de storax naturel,3,non,,804074
baume de storax préparé,2,non,,804074
baume de storax préparé en grains,1,non,,804074
baume de storax préparé liquide,29,non,,804074
baume de Sucre,2,non,,804074
baume de Tolu,2,non,,804074
baume de vie,14,non,,804074
baume du Canada,1,non,,804074
baume du Levant,2,non,,804074
baume du Pérou,90,non,,804074
baume et élixir,98,non,,804074
baume et sucs d'espèces particulières,2,non,,804074
baume laque,1,non,,804074
baume noir,1,non,,804074
baume rouge,1,non,,804074
baume tranquille,1,non,,804074
bavette,1,non,,804074
bavoirs,1,non,,804074
bayette,146,non,bas de gamme,18112
bayette blanche,141,non,,804074
bayette bleue,7,non,,804074
bayette bleue et rouge,1,non,,804074
bayette de Beauvais,1,non,,804074
bayette de prise,6,non,,804074
bayette des Indes,1,non,,804074
bayette grosse,1,non,,804074
bayette teinte,117,non,,804074
bayoulen,2,non,,804074
bazzitte,1,non,,804074
bdellium,23,non,,804074
beau vert broyé,2,non,,804074
beaudeaux,1,non,,804074
beaupré,134,non,,804074
bécasses,12,non,,804074
bécassines,2,non,,804074
becfigues marinés,1,non,,804074
bêches,2,non,,804074
bêches de fer,1,non,,804074
beige,1,non,,804074
béliers brebis et mouton communs,7,non,,804074
béliers mérinos,2,non,,804074
béliers mérinos et métis,7,non,,804074
belinge,1,non,,804074
benblanc,1,non,,804074
benfletins,1,non,,804074
Bengale,1,non,,804074
bénitier de marbre,3,non,,804074
bénitier de marbre ouvré,2,non,,804074
bénitier de marbre pesant 250 livres,1,non,,804074
benjoin,165,non,,804074
benjoin du Levant,1,non,,804074
bennes,3,non,,804074
bennes vides,2,non,,804074
berce de fer et lit de fer,1,non,,804074
berceau d'enfant,2,non,,804074
berceau d'osier,1,non,,804074
bergamote,2,non,,804074
bergamote sèche,1,non,,804074
bergamotes,111,non,,804074
bergamotes fraîches,1,non,,804074
Bergopzoom,52,non,,804074
berline,7,non,,804074
berline et harnais,3,non,,804074
berline garnie de velours,1,non,,804074
berline garnie de velours et crêpine d'or et harnais riche,1,non,,804074
berline vieille,1,non,,804074
bernes,12,non,,804074
bernes de laine,4,non,,804074
bernes ou tapsel,1,non,,804074
bernic,1,non,,804074
bestiaux,274,non,,804074
bestiaux et bêtes de somme,2,non,,804074
bêtes de somme,165,non,,804074
bêtes de somme et bœuf,1,non,,804074
bêtes de somme et poulains,1,non,,804074
bêtes principalement en mules et mulets,11,non,,804074
bétilles,32,non,haut de gamme,12093
bétilles des Indes,2,non,,804074
betteraves,2,non,,804074
beunne,0,non,,804074
beurre,2738,non,,804074
beurre commun,22,non,,804074
beurre d'Angleterre,2,non,,804074
beurre d'Irlande,21,non,,804074
beurre d'Irlande non comestible,51,non,,804074
beurre d'Irlande salé,12,non,,804074
beurre de Bretagne,21,non,,804074
beurre de cacao,5,non,,804074
beurre de Dixmude,1,non,,804074
beurre de Hollande,1,non,,804074
beurre du pays,10,non,,804074
beurre du pays salé,8,non,,804074
beurre en frequins,1,non,,804074
beurre et fromage,6,non,,804074
beurre fondu,3,non,,804074
beurre frais,19,non,,804074
