goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
baratte,1,,non,483123
barbançons,6,,non,483123
barbançons de grès,12,,non,483123
barbançons de terre,15,,non,483123
barbançons de terre de grès,1,,non,483123
barbançons de verre,1,,non,483123
barbe de baleine,10,,non,483123
barbotine,43,,non,483123
barbotines,0,,oui,483123
barbues,1,,non,483123
barbues couvertes d'étamine,1,,non,483123
barbues de grès,14,,non,483123
barbues de terre,1,,non,483123
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,,non,483123
bardes,5,,non,483123
barilleau,8,,non,483123
barilleau de laine,2,,non,483123
barils,9,,non,483123
barils à poudre,5,,non,483123
barils ancres,1,,non,483123
barils de chêne,1,,non,483123
barils de fer-blanc,1,,non,483123
barils de fer-blanc simples,1,,non,483123
barils de sapin,1,,non,483123
barils de tonnelier,2,,non,483123
barils de vin de ???,4,,non,483123
barils doubles de fer-blanc,1,,non,483123
barils neufs,1,,non,483123
barils petits,2,,non,483123
barils pour saler sardines,1,,non,483123
barils vides,115,,non,483123
barils vides de sardines,2,,non,483123
barils vieux,1,,non,483123
barois,8,,non,483123
baromètre,6,,non,483123
barques,2,,non,483123
barques démontées,1,,non,483123
barques en bottes,1,,non,483123
barquettes,1,,non,483123
barquettes et nacelles,1,,non,483123
barquettes vieilles,1,,non,483123
barreau de laine,2,,non,483123
barreaux,3,,non,483123
barreaux de bois,8,,non,483123
barreaux de bois et planches de bois,6,,non,483123
barreaux de sapin,2,,non,483123
barreaux de sapin de 10 pieds,1,,non,483123
barreaux neufs,2,,non,483123
barres,4,,non,483123
barres à nègre,1,,non,483123
barres carrées de fer étiré,6,,non,483123
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,,non,483123
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,,non,483123
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,,non,483123
barres carrées de fer étiré de moins de 15 millimètres,1,,non,483123
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,,non,483123
barres d'acier,0,,oui,483123
barres d'anspect en bois,1,,non,483123
barres d'anspects,96,,non,483123
barres d'anspects et barres de cabestan,1,,non,483123
barres d'étain,3,,non,483123
barres d'étain ou blocs d'étain,2,,non,483123
barres de barrique,1,,non,483123
barres de bois,37,,non,483123
barres de cabestan,65,,non,483123
barres de cabestan en bois,2,,non,483123
barres de chêne,1,,non,483123
barres de chêne petites,1,,non,483123
barres de cuivre,1,,non,483123
barres de fer,2691,,non,483123
barres de fer à frire,1,,non,483123
barres de fer blanc,2,,non,483123
barres de fer d'Espagne,3,,non,483123
barres de fer de Suède,2,,non,483123
barres de fer étiré,2,,non,483123
barres de futel,1,,non,483123
barres de guindeau,45,,non,483123
barres de sapin,2,,non,483123
barres de sapin de 3 à 4 pieds,1,,non,483123
barres de sapin pour fonçaille,1,,non,483123
barres et verges de fer,15,,non,483123
barres fines de fer,1,,non,483123
barres maître-fond,1,,non,483123
barres plates de fer étiré,6,,non,483123
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,,non,483123
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,,non,483123
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,,non,483123
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,,non,483123
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,,non,483123
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,,non,483123
barres pour édifices,1,,non,483123
barres pour édifiées,1,,non,483123
barres rondes de fer étiré,6,,non,483123
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,,non,483123
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,,non,483123
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,,non,483123
barres rondes de fer étiré de moins de 15 millimètres ou 7 lignes diamètres,1,,non,483123
barrettes,1,,non,483123
barrettes de cuivre,3,,non,483123
barrettes de fer,1,,non,483123
barriques,53,,non,483123
barriques à eau,2,,non,483123
barriques cerclées de fer,1,,non,483123
barriques cerclées de fer et vides,1,,non,483123
barriques cerclées et fer,0,,oui,483123
barriques en bœuf,1,,non,483123
barriques neuves,5,,non,483123
barriques vides,93,,non,483123
barriques vides vieilles,48,,non,483123
barriques vieilles,19,,non,483123
bas,11,,non,483123
bas à crin d'or et de soie,1,,non,483123
bas communs,2,,non,483123
bas d'estam,1,,non,483123
bas d'estame,68,,non,483123
bas d'estame fins,2,,non,483123
bas d'étoffe,1,,non,483123
bas de bourre de soie,6,,non,483123
bas de Carcassone,1,,non,483123
bas de castor,11,,non,483123
bas de chamois,19,,non,483123
bas de coton,565,Coton de toute espèce,non,8294
bas de coton 1300 lignes,1,,non,483123
bas de coton de femme,1,,non,483123
bas de coton en paires,1,,non,483123
bas de coton et bas de fil,324,Coton de toute espèce,non,8294
bas de coton et bas de fil et bas de soie,1,,non,483123
bas de coton et bas de fil par paires,1,,non,483123
bas de coton et bas de soie,1,,non,483123
bas de coton et bonnets de coton,30,,non,483123
bas de coton et laine,1,,non,483123
bas de coton pour enfant,1,,non,483123
bas de coton pour femme,1,,non,483123
bas de coton pour homme,1,,non,483123
bas de fil,706,,non,483123
bas de fil commun,21,,non,483123
bas de fil d'or,2,,non,483123
bas de fil divers,1,,non,483123
bas de fil et bas de laine,1,,non,483123
bas de fil et bonnets,2,,non,483123
bas de fil et pour femme,2,,non,483123
bas de fil et pour homme,1,,non,483123
bas de fil par paires,3,,non,483123
bas de filoselle,258,,non,483123
bas de Flandre d'homme,1,,non,483123
bas de Flandre de femme,1,,non,483123
bas de fleuret,83,,non,483123
bas de laine,806,Lainage,non,9475
bas de laine 40 lignes,1,,non,483123
bas de laine communs,9,,non,483123
bas de laine d'homme,1,,non,483123
bas de laine de Ségovie,3,,non,483123
bas de laine écarlate,2,,non,483123
bas de laine et bas de soie,1,,non,483123
bas de laine et bonnets de laine,7,,non,483123
bas de laine et gants de laine et bonnets de laine,2,,non,483123
bas de laine fin,17,,non,483123
bas de laine grossière,21,,non,483123
bas de laine par paires,2,,non,483123
bas de mulet,1,,non,483123
bas de peau,14,,non,483123
bas de poil,8,,non,483123
bas de poil et bas de soie,3,,non,483123
bas de Saint-Mexant,7,,non,483123
bas de Ségovie,2,,non,483123
bas de soie,1410,Soie,non,10385
bas de soie à coins d'argent,1,,non,483123
bas de soie à coins d'or,2,,non,483123
bas de soie à coins d'or et bas de soie à coins d'argent,2,,non,483123
bas de soie brodés,1,,non,483123
bas de soie brodés d'or,1,,non,483123
bas de soie brodés d'or et bas de soie brodés d'argent,1,,non,483123
bas de soie de Chine,1,,non,483123
bas de soie de Chine pour femme,1,,non,483123
bas de soie de Chine pour homme,1,,non,483123
bas de soie et gants de soie,1,,non,483123
bas de soie pour femme,27,,non,483123
bas de soie pour homme,28,,non,483123
bas de soie pour teindre,1,,non,483123
bas de soie vieux,3,,non,483123
bas de toile,1,,non,483123
bas des îles et des Indes,0,,oui,483123
bas des Îles et des Indes,1,,non,483123
bas des Indes de poil,1,,non,483123
bas drapés,1,,non,483123
bas écriers,1,,non,483123
bas et bonnets de castor,1,,non,483123
bas et bonnets de fil,4,,non,483123
bas et gants de poil,1,,non,483123
bas étrillés,1,,non,483123
bas gants et bonnets de laine fil et coton,2,,non,483123
bas grossiers,4,,non,483123
bas pour femme,1,,non,483123
bas pour homme,1,,non,483123
bas-relief de marbre,1,,non,483123
basanes,46,,non,483123
basanes apprêtées,1,,non,483123
basanes de mouton,9,,non,483123
basanes de mouton tannées,2,,non,483123
basanes de veau,4,,non,483123
basanes tannées,292,,non,483123
basanes tannées de veau,8,,non,483123
basannes,0,,oui,483123
basannes de mouton tannées,0,,oui,483123
basannes de veau tannées,0,,oui,483123
basannes tannées,0,,oui,483123
basin,686,,non,483123
basin argent et or,1,,non,483123
basin blanc,4,,non,483123
basin blanc de 10 aunes,1,,non,483123
basin blanc de 11 aunes,1,,non,483123
basin blanc de fil,1,,non,483123
basin brodé,7,,non,483123
basin brodé de soie,1,,non,483123
basin brodé de soie et d'or,1,,non,483123
basin clair mêlé de coton,1,,non,483123
basin commun,16,,non,483123
basin coton,1,,non,483123
"basin de Bruges écru en pièce de 11,5 aunes",1,,non,483123
basin de coton et basin de fil,2,,non,483123
basin de coton et Nankin de coton,0,,oui,483123
basin de coton et Nankin de coton et toile de coton,0,,oui,483123
basin de fil,4,,non,483123
basin de fil et de coton,2,,non,483123
basin de Godelour,1,,non,483123
basin de lin,2,,non,483123
basin de lin peint,1,,non,483123
basin de Rouen,1,,non,483123
basin de soie,1,,non,483123
basin de Troyes,11,,non,483123
basin des Indes,47,,non,483123
basin en aunes,1,,non,483123
basin et Nakin,0,,oui,483123
basin et Nankin,99,,non,483123
basin peint,1,,non,483123
basin pièces de 11 aunes,1,,non,483123
basin pièces de 15 aunes,1,,non,483123
basin pièces de 40 aunes,1,,non,483123
basin rayé,1,,non,483123
basin sec fil,1,,non,483123
basin tout coton,1,,non,483123
basin uni et Nankin uni,38,,non,483123
baspormettes,1,,non,483123
basse,6,,non,483123
basse de viole,12,,non,483123
basse et bassons,1,,non,483123
basse et chapeaux chinois,2,,non,483123
bassin à barbe,1,,non,483123
bassin à barbe de cuivre,1,,non,483123
bassin à cassave,1,,non,483123
bassin d'étain,28,,non,483123
bassin de barbe,1,,non,483123
bassin de bois,1,,non,483123
bassin de cuivre,121,,non,483123
bassin de cuivre grand,1,,non,483123
bassin de cuivre jaune,13,,non,483123
bassin de cuivre jaune et chaudron de cuivre jaune,1,,non,483123
bassin de cuivre jaune pour l'entrepôt à la destination de la Compagnie des Indes,1,,non,483123
bassin de cuivre petit,1,,non,483123
bassin de cuivre pour l'entrepôt pour Guinée,1,,non,483123
bassin de fer,8,,non,483123
bassin de marbre,1,,non,483123
bassines de cuivre,6,,non,483123
bassons,5,,non,483123
bassons clarinettes,2,,non,483123
bast et écorce d'arbre et foularde,4,,non,483123
batanomes,146,,non,483123
batanony,3,,non,483123
bâtardes,1,,non,483123
batavia,7,,non,483123
bateaux,9,,non,483123
bateaux à pêcher,3,,non,483123
bateaux neufs,40,,non,483123
bâtiments de mer,21,,non,483123
bâtiments de mer et apparaux,0,,oui,483123
bâtiments de mer vieux,1,,non,483123
bâtiments naufragés,1,,non,483123
batiste,559,Toiles de batistes et linons,non,760
batiste blanche,1,,non,483123
batiste brochée,1,,non,483123
batiste de 12 aunes,1,,non,483123
batiste de fil,12,,non,483123
batiste de lin,15,,non,483123
batiste de lin et linon de lin,14,,non,483123
batiste écrue,2,,non,483123
batiste et fine,0,,oui,483123
batiste et linog,0,Toiles de batistes et linons,oui,760
batiste et linon,135,Toiles de batistes et linons,non,760
batiste et linon de chanvre,2,,non,483123
batiste et linon de chanvre et de lin,7,,non,483123
batiste fine,8,,non,483123
batiste grise,1,,non,483123
batiste Lorient,1,,non,483123
batonge de bois,1,,non,483123
bâtons,5,,non,483123
bâtons à chandelle,2,,non,483123
bâtons à étendre le linge,1,,non,483123
bâtons à faire cercles,1,,non,483123
bâtons à frottoir,1,,non,483123
bâtons à gaffes,6,,non,483123
bâtons à lave-place,18,,non,483123
bâtons à œillets,1,,non,483123
bâtons à pinceaux,1,,non,483123
bâtons d'éventails d'ivoire,1,,non,483123
bâtons de bois,2,,non,483123
bâtons de bois peints,1,,non,483123
bâtons de bois vernis,1,,non,483123
bâtons de brosses à goudronner,1,,non,483123
bâtons de cap,1,,non,483123
bâtons de colliers,3,,non,483123
bâtons de fer,2,,non,483123
bâtons de gabares,1,,non,483123
bâtons de gabares de 14 à 16 pieds,1,,non,483123
bâtons de gaffe,1,,non,483123
bâtons de pompes,1,,non,483123
bâtons de saloups,1,,non,483123
bâtons de sapin,37,,non,483123
bâtons de sapin de 4 pieds de long,1,,non,483123
bâtons de sapin peint,1,,non,483123
bâtons peints,2,,non,483123
bâtons vernis,22,,non,483123
bâts,2,,non,483123
bâts à matelas,1,,non,483123
bâts d'ânes,3,,non,483123
bats de bois,0,,oui,483123
bâts de bois,1,,non,483123
bâts de chevaux,4,,non,483123
bâts de mulets,7,,non,483123
batterie d'airain,5,,non,483123
batterie de cuisine,5,,non,483123
batterie de cuisine en cuivre,5,,non,483123
batterie de cuivre,3,,non,483123
batterie de cuivre à cuisine,0,,oui,483123
batterie de cuivre de fuine,0,,oui,483123
batterie de fer,12,,non,483123
batterie de fer à cuisine,2,,non,483123
batterie de fer coulé,4,,non,483123
batterie de fer-blanc,1,,non,483123
batterie en plaque,2,,non,483123
battes à fer,1,,non,483123
battoirs,1,,non,483123
battoirs à lessive,1,,non,483123
baudeaux,0,,oui,483123
baudriers,30,,non,483123
baudriers de cuir,3,,non,483123
baule,1,,non,483123
baumanes,1,,non,483123
baume,143,,non,483123
baume de benjoin,44,,non,483123
baume de Copahu,123,,non,483123
baume de copahu du Pérou,0,,oui,483123
baume de Copahu et du Pérou,3,,non,483123
baume de gaïac,1,,non,483123
baume de l'Amérique,1,,non,483123
baume de la Mecque,14,,non,483123
baume de storax liquide et en pain,2,,non,483123
baume de storax naturel,3,,non,483123
baume de storax préparé,2,,non,483123
baume de storax préparé en grains,1,,non,483123
baume de storax préparé liquide,29,,non,483123
baume de Sucre,2,,non,483123
baume de Tolu,2,,non,483123
baume de vie,14,,non,483123
baume du Canada,1,,non,483123
baume du Levant,1,,non,483123
baume du Pérou,86,,non,483123
baume et élixir,1,,non,483123
baume et sucs d'espèces particulières,2,,non,483123
baume laque,1,,non,483123
baume noir,1,,non,483123
baume rouge,1,,non,483123
baume tranquille,1,,non,483123
bavette,1,,non,483123
bavoirs,1,,non,483123
bayette,139,,non,483123
bayette blanche,1,,non,483123
bayette blanche aune,1,,non,483123
bayette bleue,7,,non,483123
bayette bleue et rouge,1,,non,483123
bayette de Beauvais,1,,non,483123
bayette de prise,6,,non,483123
bayette des Indes,1,,non,483123
bayette grosse,1,,non,483123
bayette teinte,1,,non,483123
bayette teinte aune,1,,non,483123
bayoulen,1,,non,483123
bazzitte,1,,non,483123
bdellium,21,,non,483123
beau vert broyé,2,,non,483123
beaudeaux,1,,non,483123
beaupré,1,,non,483123
bécasses,9,,non,483123
bécassines,2,,non,483123
becfigues marinés,1,,non,483123
bêches,1,,non,483123
bêches de fer,2,,non,483123
beige,1,,non,483123
béliers brebis et moutons communs,7,,non,483123
béliers mérinos,2,,non,483123
béliers mérinos et métis,7,,non,483123
belinge,1,,non,483123
bem ???,1,,non,483123
bem de Vimoutiers,1,,non,483123
bem pour voile,3,,non,483123
benblanc,1,,non,483123
benfletins,1,,non,483123
Bengale,1,,non,483123
bénitier de marbre,3,,non,483123
bénitier de marbre ouvré,1,,non,483123
bénitier de marbre pesant 250 livres,1,,non,483123
benjoin,151,,non,483123
benjoin du Levant,1,,non,483123
bennes,1,,non,483123
bennes vides,1,,non,483123
berce de fer et lit de fer,1,,non,483123
berceau d'enfant,2,,non,483123
berceau d'osier,1,,non,483123
bergamote,2,,non,483123
bergamotes,111,,non,483123
bergamotes fraîches,1,,non,483123
bergamotes ouvrées,0,,oui,483123
Bergopzoom,5,,non,483123
Bergopzoom aune,1,,non,483123
berline,6,,non,483123
berline et harnais,3,,non,483123
berline garnie de velours,1,,non,483123
berline garnie de velours et crêpine d'or et harnais riche,1,,non,483123
berline vieille,1,,non,483123
bernes,11,,non,483123
bernes de laine,4,,non,483123
bernes ou tapsel,1,,non,483123
bernic,1,,non,483123
besnes,0,,oui,483123
bestiaux,262,,non,483123
bestiaux et bêtes de somme,2,,non,483123
bêtes de somme,151,,non,483123
bêtes de somme et bœuf,1,,non,483123
bêtes de somme et poulains,1,,non,483123
bêtes principalement en mules et mulets,11,,non,483123
bétilles,29,,non,483123
bétilles des Indes,2,,non,483123
betteraves,2,,non,483123
beunne,1,,non,483123
beurre,2334,,non,483123
beurre commun,22,,non,483123
beurre d'Angleterre,1,,non,483123
beurre d'Irlande,19,,non,483123
beurre d'Irlande non comestible,1,,non,483123
beurre d'Irlande salé,10,,non,483123
beurre de Bretagne,18,,non,483123
beurre de cacao,4,,non,483123
beurre de Dixmude,1,,non,483123
beurre du pays,9,,non,483123
beurre du pays salé,8,,non,483123
beurre et fromage,12,,non,483123
beurre fondu,2,,non,483123
beurre frais,18,,non,483123
beurre frais ou fondu,7,,non,483123
beurre frais ou fondu ou salé,2,,non,483123
beurre pour Genève par transit,2,,non,483123
beurre pour l'entrepôt des Îles,5,,non,483123
beurre salé,227,,non,483123
beurreterie en bar de fil blanc,1,,non,483123
beurrière,63,,non,483123
bezoar,5,,non,483123
bezoar du Ponent,1,,non,483123
bibelots et mercerie,1,,non,483123
