marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg,blok,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
///Objets manufacturés///Armes,Armes,Arme,,,,,,0,0,1,,,,,,1,,1,1,1,156
///Objets manufacturés///Articles réunis,Armes ; réunies,Arme,,,,,,0,0,1,,,,,,21,,1,1,21,156
"///Objets manufacturés///Bonneterie en fil , coton et laine","Bonneterie ; de fil, coton et laine","Bonneterie ; de fil, coton et laine",,,,,,0,0,1,,,,,,11,,1,1,11,24
"///Objets manufacturés///Bonneterie en fil, coton et laine","Bonneterie ; de fil, coton et laine","Bonneterie ; de fil, coton et laine",,,,,,0,0,1,,,,,,4,,1,1,4,24
///Objets manufacturés///Bonneterie ordinaire en coton et laine,"Bonneterie ; de fil, coton et laine","Bonneterie ; de fil, coton et laine",,,,,,0,0,1,,,,,,5,,1,1,5,24
///Objets manufacturés///Bonneteries de soie,Bonneterie ; de soie,Bonneterie ; de soie,,,,,,0,0,1,,,,,,48,,1,1,48,330
///Objets manufacturés///Bonneteries diverses,Bonneterie ; diverse,Bonneterie,,,,,,0,0,1,,,,,,36,,1,1,36,302
///Objets manufacturés///Chapellerie,Chapellerie,Chapellerie,,,,,,0,0,1,,,,,,44,,1,1,44,245
///Objets manufacturés///chapellerie,Chapellerie,Chapellerie,,,,,,0,0,1,,,,,,1,,1,1,1,245
///Objets manufacturés///Dentelles,Dentelle,Dentelle,,,,,,0,0,1,,,,,,40,,1,1,40,262
///Objets manufacturés///Dentelles de fil,Dentelle ; de fil et soie,Dentelle ; de fil et soie,,,,,,0,0,1,,,,,,8,,1,1,8,13
///Objets manufacturés///Draperies,Draperie,Draperie,,,,,,0,0,1,,,,,,69,,1,1,69,286
///Objets manufacturés///Etoffe mélangées de ces matieres,Étoffe ; mélangées de ces matières,Étoffe ; mélangées de ces matières,,,,,,0,0,1,,,,,,13,,1,1,13,33
///Objets manufacturés///Etoffe riches,Étoffe ; riche,Étoffe ; riche,,,,,,0,0,1,,,,,,15,,1,1,15,68
///Objets manufacturés///Etoffes de coton,Étoffe ; de coton,Étoffe ; de coton,,,,,,0,0,1,,,,,,26,,1,1,26,223
///Objets manufacturés///Etoffes de laine,Étoffe ; de laine,Étoffe ; de laine,,,,,,0,0,1,,,,,,32,,1,1,32,314
///Objets manufacturés///Etoffes de laine et de poil,Étoffe ; de laine et poil,Étoffe ; de laine et poil,,,,,,0,0,1,,,,,,17,,1,1,17,36
///Objets manufacturés///Etoffes de soie,Étoffe ; de soie,Étoffe ; de soie,,,,,,0,0,1,,,,,,57,,1,1,57,748
///Objets manufacturés///Etoffes diverses,Étoffe ; diverses,Étoffe,,,,,,0,0,1,,,,,,34,,1,1,34,50
///Objets manufacturés///Etoffes en coton et en laine,Étoffe ; de coton et laine,Étoffe ; de coton et laine,,,,,,0,0,1,,,,,,16,,1,1,16,25
///Objets manufacturés///Etoffes mélangées de ces matières,Étoffe ; mélangées de ces matières,Étoffe ; mélangées de ces matières,,,,,,0,0,1,,,,,,20,,1,1,20,33
///Objets manufacturés///Etoffes riches,Étoffe ; riche,Étoffe ; riche,,,,,,0,0,1,,,,,,16,,1,1,16,68
"///Objets manufacturés///Gazes, crepes et mouchoirs de soie","Gazes, crêpes et mouchoirs de soie","Gazes, crêpes et Mouchoir de soie",,,,,,0,0,1,,,,,,39,,1,1,39,59
"///Objets manufacturés///Gazes, crêpes et mouchoirs de soie","Gazes, crêpes et mouchoirs de soie","Gazes, crêpes et Mouchoir de soie",,,,,,0,0,1,,,,,,19,,1,1,19,59
///Objets manufacturés///Mouchoirs divers en fil et coton,Mouchoir ; divers,Mouchoir,,,,,,0,0,1,,,,,,28,,1,1,28,108
///Objets manufacturés///Mouchoirs divers et des Indes,Mouchoir ; divers,Mouchoir,,,,,,0,0,1,,,,,,17,,1,1,17,108
///Objets manufacturés///Mousselines,Mousseline,Mousseline,,,,,,0,0,1,,,,,,24,,1,1,24,367
///Objets manufacturés///Objets manufacturés réunis,Objets ; manufacturés ; réunis,Objets ; manufacturés ; réunis,,,,,,0,0,1,,,,,,27,,1,1,27,27
///Objets manufacturés///Rubannerie de soie,Rubanerie ; de soie,Rubanerie ; de soie,,,,,,0,0,1,,,,,,39,,1,1,39,39
///Objets manufacturés///Rubannerie ordinaire,Rubanerie ; ordinaire,Rubanerie ; ordinaire,,,,,,0,0,1,,,,,,17,,1,1,17,17
///Objets manufacturés///Rubanneries diverses,Rubanerie ; diverse,Rubanerie ; diverse,,,,,,0,0,1,,,,,,3,,1,1,3,3
"///Objets manufacturés///Soierie en étoffe, mouchoirs, gazes et rubans","Soierie en étoffe, mouchoirs, gazes et rubans","Mouchoir, gaze et ruban ; étoffe ; soie",,,,,,0,0,1,,,,,,12,,1,1,12,40
"///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans","Soierie en étoffe, mouchoirs, gazes et rubans","Mouchoir, gaze et ruban ; étoffe ; soie",,,,,,0,0,1,,,,,,15,,1,1,15,40
"///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans","Soierie en étoffe, mouchoirs, gazes et rubans","Mouchoir, gaze et ruban ; étoffe ; soie",,,,,,0,0,1,,,,,,13,,1,1,13,40
///Objets manufacturés///Toile de coton,Toile ; de coton,Toile ; de coton,,,,,,0,0,1,,,,,,12,,1,1,12,519
///Objets manufacturés///Toile de fil et coton,Toile ; de fil et coton,Toile ; de fil et coton,,,,,,0,0,1,,,,,,11,,1,1,11,158
///Objets manufacturés///Toiles de coton,Toile ; de coton,Toile ; de coton,,,,,,0,0,1,,,,,,29,,1,1,29,519
"///Objets manufacturés///Toiles de coton, mousseline et nankin","Toile ; de coton, mousseline et nankin","Toile ; de coton, mousseline et nankin",,,,,,0,0,1,,,,,,11,,1,1,11,23
"///Objets manufacturés///Toiles de coton, mousseline, nankin, et des Indes","Toile ; de coton, mousseline, nankin et des indes","Toile ; de coton, mousseline, Nankin et des indes",,,,,,0,0,1,,,,,,10,,1,1,10,10
///Objets manufacturés///Toiles de fil et coton,Toile ; de fil et coton,Toile ; de fil et coton,,,,,,0,0,1,,,,,,27,,1,1,27,158
///Objets manufacturés///Toiles de lin et chanvre,Toile ; de lin et chanvre,Toile ; de lin et de chanvre,,,,,,0,0,1,,,,,,21,,1,1,21,544
///Objets manufacturés///Toiles de lin et de chanvre,Toile ; de lin et chanvre,Toile ; de lin et de chanvre,,,,,,0,0,1,,,,,,41,,1,1,41,544
///Objets manufacturés///Toiles diverses de lin et de chanvre,Toile ; de lin et chanvre ; diverse,Toile ; de lin et de chanvre,,,,,,0,0,1,,,,,,15,,1,1,15,544
///Objets manufacturés///Toiles diverses en lin et chanvre,Toile ; de lin et chanvre ; diverse,Toile ; de lin et de chanvre,,,,,,0,0,1,,,,,,29,,1,1,29,544
"///Objets manufacturés///Toiles en coton, mousseline et nankin","Toile ; de coton, mousseline et nankin","Toile ; de coton, mousseline et nankin",,,,,,0,0,1,,,,,,11,,1,1,11,23
1///Matières première///Articles réunis,Armes ; réunies,Arme,,,,,,0,0,1,,,,,,9,,1,1,9,156
1///Matières première///Coton,Coton,Coton,,,,,,0,0,1,,,,,,16,,1,1,16,559
1///Matières première///Fil,Fil,Fil,,,,,,0,0,1,,,,,,11,,1,1,11,328
1///Matières première///Laine,Laine,Laine,,,,,,0,0,1,,,,,,15,,1,1,15,681
1///Matières première///Soie,Soie,Soie,,,,,,0,0,1,,,,,,12,,1,1,12,408
1///Matières premières///Chanvre,Chanvre,Chanvre,,,,,,0,0,1,,,,,,49,,1,1,49,432
1///Matières premières///Chanvre et lin,Chanvre et lin,Chanvre et lin,,,,,,0,0,1,,,,,,6,,1,1,6,9
1///Matières premières///Coton,Coton,Coton,,,,,,0,0,1,,,,,,62,,1,1,62,559
1///Matières premières///Fil,Fil,Fil,,,,,,0,0,1,,,,,,40,,1,1,40,328
1///Matières premières///Laine,Laine,Laine,,,,,,0,0,1,,,,,,71,,1,1,71,681
1///Matières premières///Lin,Lin,Lin,,,,,,0,0,1,,,,,,22,,1,1,22,327
"1///Matières premières///Poil de chevre, lièvre et lapin","Poil ; de chèvre, lièvre et lapin","Poil ; de chèvre, lièvre et lapin",,,,,,0,0,1,,,,,,1,,1,1,1,194
"1///Matières premières///Poil de chèvre, lièvre et lapin","Poil ; de chèvre, lièvre et lapin","Poil ; de chèvre, lièvre et lapin",,,,,,0,0,1,,,,,,8,,1,1,8,194
1///Matières premières///Soie,Soie,Soie,,,,,,0,0,1,,,,,,18,,1,1,18,408
1///Matières premières///Soie et filoselle,Soie ; filoselle,Soie ; filoselle,,,,,,0,0,1,,,,,,35,,1,1,35,171
"1///Subsistances///Bestiaux en Bœufs, vaches, porcs, moutons","Bestiaux ; en bœufs, vaches, porcs et moutons","Bétail ; bœuf, vaches, Porc et mouton",,,,,,0,0,1,,,,,,6,,1,1,6,23
"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons","Bestiaux ; en bœufs, vaches, porcs et moutons","Bétail ; bœuf, vaches, Porc et mouton",,,,,,0,0,1,,,,,,5,,1,1,5,23
"1///Subsistances///Bestiaux en bœufs, vaches, veaux, porcs et moutons","Bestiaux ; en bœufs, vaches, veaux, porcs et moutons","Bétail ; bœuf, vaches, veaux, Porc et mouton",,,,,,0,0,1,,,,,,6,,1,1,6,12
"1///Subsistances///Bestiaux en bœufs,vaches, veaux, porcs et moutons","Bestiaux ; en bœufs, vaches, veaux, porcs et moutons","Bétail ; bœuf, vaches, veaux, Porc et mouton",,,,,,0,0,1,,,,,,6,,1,1,6,12
"1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons","Bestiaux ; en bœufs, vaches, porcs et moutons","Bétail ; bœuf, vaches, Porc et mouton",,,,,,0,0,1,,,,,,6,,1,1,6,23
"1///Subsistances///Bestiaux en bœufs,vaches,veaux et moutons","Bestiaux ; en bœufs, vaches, porcs et moutons","Bétail ; bœuf, vaches, Porc et mouton",,,,,,0,0,1,,,,,,6,,1,1,6,23
1///Subsistances///Beurre,Beurre,Beurre,,,,,,0,0,1,,,,,,8,,1,1,8,1169
1///Subsistances///Bière,Bière,Bière,,,,,,0,0,1,,,,,,3,,1,1,3,652
"1///Subsistances///Bière, cidre et vinaigre","Bière, cidre et vinaigre","Bière, cidre et vinaigre",,,,,,0,0,1,,,,,,1,,1,1,1,10
1///Subsistances///Biscuit de mer,Biscuits ; de mer,Biscuits ; de mer,,,,,,0,0,1,,,,,,1,,1,1,1,65
1///Subsistances///Biscuits de mer et pâtes d'Italie,Biscuit ; de mer et pâtes d'Italie,Biscuit ; de mer et pâtes d'Italie,,,,,,0,0,1,,,,,,1,,1,1,1,1
1///Subsistances///Blé,Blé,Grains ; blé,,,,,,0,0,1,,,,,,15,,1,1,15,17
1///Subsistances///Blé et autres grains,Blé et autres grains,Grains ; blé et autres grains,,,,,,0,0,1,,,,,,17,,1,1,17,219
1///Subsistances///Blé et autres grains comestibles,Blé et autres grains ; comestibles,Grains ; blé et autres grains,,,,,,0,0,1,,,,,,22,,1,1,22,219
"1///Subsistances///Blé et autres grains, comestibles",Blé et autres grains ; comestibles,Grains ; blé et autres grains,,,,,,0,0,1,,,,,,34,,1,1,34,219
1///Subsistances///Chairs salées,Chair ; salée,Chair ; salée,,,,,,0,0,1,,,,,,44,,1,1,44,609
1///Subsistances///Eaux de vie,Eau ; de vie,Eau ; de vie,,,,,,0,0,1,,,,,,23,,1,1,23,1795
1///Subsistances///Eaux-de-vie,Eau ; de vie,Eau ; de vie,,,,,,0,0,1,,,,,,45,,1,1,45,1795
1///Subsistances///Farine,Farine,Farine,,,,,,0,0,1,,,,,,16,,1,1,16,545
1///Subsistances///Farine et biscuit de mer,Farine et biscuits de mer,Farine et biscuits de mer,,,,,,0,0,1,,,,,,13,,1,1,13,186
1///Subsistances///Farine et biscuits de mer et pâtes d'Italie,"Farine, biscuits de mer et pâtes d'Italie","Farine, biscuits de mer et pâtes d'Italie",,,,,,0,0,1,,,,,,9,,1,1,9,9
1///Subsistances///Farine et pâtes d'Italie,Farine et pâtes d'Italie,Farine et pâtes d'Italie,,,,,,0,0,1,,,,,,1,,1,1,1,1
1///Subsistances///Fromage,Fromage,Fromage,,,,,,0,0,1,,,,,,25,,1,1,25,1111
1///Subsistances///Fromages,Fromage,Fromage,,,,,,0,0,1,,,,,,28,,1,1,28,1111
1///Subsistances///Fruits divers,Fruits ; divers,Fruits,,,,,,0,0,1,,,,,,60,,1,1,60,216
"1///Subsistances///Fruits secs en amandes, figues et ...","Fruits ; secs ; amandes, figues et raisins","Fruits secs ; amandes, figues et raisins",,,,,,0,0,1,,,,,,9,,1,1,9,34
"1///Subsistances///Fruits secs, en amandes ,figues et raisins","Fruits ; secs ; amandes, figues et raisins","Fruits secs ; amandes, figues et raisins",,,,,,0,0,1,,,,,,10,,1,1,10,34
"1///Subsistances///Fruits secs, en amandes, figues et raisins","Fruits ; secs ; amandes, figues et raisins","Fruits secs ; amandes, figues et raisins",,,,,,0,0,1,,,,,,14,,1,1,14,34
1///Subsistances///Fruits verts en Oranges et citrons,Fruits ; verts ; oranges et citrons,Fruits ; oranges et citrons,,,,,,0,0,1,,,,,,7,,1,1,7,20
"1///Subsistances///Fruits verts, en oranges et citrons",Fruits ; verts ; oranges et citrons,Fruits ; oranges et citrons,,,,,,0,0,1,,,,,,6,,1,1,6,20
"1///Subsistances///Fruits verts, en oranges et citrons.",Fruits ; verts ; oranges et citrons,Fruits ; oranges et citrons,,,,,,0,0,1,,,,,,7,,1,1,7,20
1///Subsistances///Huile d'Olive,Huile ; d'olive,Huile ; d'olive,,,,,,0,0,1,,,,,,24,,1,1,24,1813
1///Subsistances///Huile d'olive,Huile ; d'olive,Huile ; d'olive,,,,,,0,0,1,,,,,,47,,1,1,47,1813
1///Subsistances///Légumes,Légumes,Légume,,,,,,0,0,1,,,,,,62,,1,1,62,1077
1///Subsistances///Miel,Miel,Miel,,,,,,0,0,1,,,,,,22,,1,1,22,674
1///Subsistances///Poissons de toute sorte,Poisson ; de toute sorte,Poisson,,,,,,0,0,1,,,,,,59,,1,1,59,572
1///Subsistances///Poissons de toutes sortes,Poisson ; de toute sorte,Poisson,,,,,,0,0,1,,,,,,10,,1,1,10,572
1///Subsistances///Provisions de bouche réunies,Provisions ; de bouche ; réunies,Provisions ; de bouche,,,,,,0,0,1,,,,,,41,,1,1,41,588
1///Subsistances///Provisions diverses,Provisions ; diverses,Provisions,,,,,,0,0,1,,,,,,25,,1,1,25,448
"1///Subsistances///Provisions diverses,principalement en beurre",Provisions ; diverses,Provisions,,,,,,0,0,1,,,,,,12,,1,1,12,448
1///Subsistances///Riz,Riz,Riz,,,,,,0,0,1,,,,,,33,,1,1,33,1027
1///Subsistances///Sel,Sel,Sel,,,,,,0,0,1,,,,,,40,,1,1,40,968
1///Subsistances///Vin de liqueurs,Vin ; de liqueurs,Vin ; liqueur,,,,,,0,0,1,,,,,,14,,1,1,14,547
1///Subsistances///Vins,Vin,Vin,,,,,,0,0,1,,,,,,21,,1,1,21,388
1///Subsistances///Vins de Bordeaux,Vin ; de Bordeaux,Vin ; de Bordeaux,,,,,,0,0,1,,,,,,25,,1,1,25,654
1///Subsistances///Vins de bordeaux,Vin ; de Bordeaux,Vin ; de Bordeaux,,,,,,0,0,1,,,,,,20,,1,1,20,654
1///Subsistances///Vins de liqueur,Vin ; de liqueurs,Vin ; liqueur,,,,,,0,0,1,,,,,,6,,1,1,6,547
1///Subsistances///Vins de liqueurs,Vin ; de liqueurs,Vin ; liqueur,,,,,,0,0,1,,,,,,3,,1,1,3,547
1///Subsistances///Vins divers,Vin ; divers,Vin ; divers,,,,,,0,0,1,,,,,,58,,1,1,58,557
2///Matières première///Articles réunis,Articles ; réunis,Matières premières,,,,,,0,0,1,,,,,,19,,1,1,19,95
2///Matières première///Bois divers,Bois ; divers,Bois,,,,,,0,0,1,,,,,,17,,1,1,17,593
"2///Matières première///Brai, goudron et résine","Brai, goudron et résine","Brai, goudron et résine",,,,,,0,0,1,,,,,,16,,1,1,16,46
2///Matières première///Charbons,Charbon,Charbon,,,,,,0,0,1,,,,,,5,,1,1,5,222
2///Matières première///Cires jaune et blanche,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,13,,1,1,13,43
2///Matières première///Cuirs appretés,Cuirs ; apprêtés,Cuirs ; apprêtés,,,,,,0,0,1,,,,,,16,,1,1,16,42
2///Matières première///Graines de jardin,Graine ; de jardin,Graine ; de jardin,,,,,,0,0,1,,,,,,7,,1,1,7,709
2///Matières première///Graines de trèfle,Graine ; de trèfle,Graine ; de trèfle,,,,,,0,0,1,,,,,,8,,1,1,8,279
2///Matières première///Graines diverses,Graine ; diverse,Graine ; diverse,,,,,,0,0,1,,,,,,11,,1,1,11,410
2///Matières première///Huile de graine,Huile ; de graine,Huile ; de graine,,,,,,0,0,1,,,,,,8,,1,1,8,383
2///Matières première///Pain de navette,Pains ; de navette,Pain ; de navette,,,,,,0,0,1,,,,,,1,,1,1,1,157
2///Matières première///Suif,Suif,Suif,,,,,,0,0,1,,,,,,1,,1,1,1,1000
2///Matières première///Tabacs,Tabac,Tabac,,,,,,0,0,1,,,,,,19,,1,1,19,823
2///Matières premières///Articles réunis,Articles ; réunis,Matières premières,,,,,,0,0,1,,,,,,75,,1,1,75,95
2///Matières premières///Bois de Iles,Bois ; des Iles,Bois ; des Iles,,,,,,0,0,1,,,,,,8,,1,1,8,26
2///Matières premières///Bois des iles,Bois ; des Iles,Bois ; des Iles,,,,,,0,0,1,,,,,,17,,1,1,17,26
2///Matières premières///Bois divers,Bois ; divers,Bois ; divers,,,,,,0,0,1,,,,,,77,,1,1,77,83
"2///Matières premières///Brai, goudron et résine","Brai, goudron et résine","Brai, goudron et résine",,,,,,0,0,1,,,,,,9,,1,1,9,46
"2///Matières premières///Brai, Goudron, Résine","Brai, goudron et résine","Brai, goudron et résine",,,,,,0,0,1,,,,,,8,,1,1,8,46
"2///Matières premières///Brai,goudron et résine","Brai, goudron et résine","Brai, goudron et résine",,,,,,0,0,1,,,,,,12,,1,1,12,46
"2///Matières premières///Bray, goudron, poix et résine","Brai, goudron, poix et résine","Brai, goudron, poix et résine",,,,,,0,0,1,,,,,,11,,1,1,11,11
2///Matières premières///Cendres diverses,Cendre ; diverses,Cendre,,,,,,0,0,1,,,,,,20,,1,1,20,40
2///Matières premières///cendres Diverses,Cendre ; diverses,Cendre,,,,,,0,0,1,,,,,,7,,1,1,7,40
2///Matières premières///Charbon,Charbon,Charbon,,,,,,0,0,1,,,,,,2,,1,1,2,222
2///Matières premières///Charbons,Charbon,Charbon,,,,,,0,0,1,,,,,,20,,1,1,20,222
2///Matières premières///Circes blanche et jaune,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,6,,1,1,6,43
2///Matières premières///Cires blanche et jaune,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,9,,1,1,9,43
2///Matières premières///Cires blanches et jaunes,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,5,,1,1,5,43
2///Matières premières///Cires jaune et blanche,Cire ; blanche et jaune,Cire ; blanche et jaune,,,,,,0,0,1,,,,,,9,,1,1,9,43
2///Matières premières///Cires jaune et blanche fondue et en bougies,Cire ; blanche et jaune ; fondue et en bougie,Cire ; blanche et jaune ; fondue et en bougie,,,,,,0,0,1,,,,,,7,,1,1,7,8
2///Matières premières///Cuirs appretés,Cuirs ; apprêtés,Cuirs ; apprêtés,,,,,,0,0,1,,,,,,11,,1,1,11,42
2///Matières premières///Cuirs apprétés,Cuirs ; apprêtés,Cuirs ; apprêtés,,,,,,0,0,1,,,,,,14,,1,1,14,42
2///Matières premières///Cuirs en poil,Cuirs ; en poil,Cuirs ; en poil,,,,,,0,0,1,,,,,,44,,1,1,44,229
2///Matières premières///Dents d'éléphant,Dents ; d'éléphant,Dents ; d'éléphant,,,,,,0,0,1,,,,,,1,,1,1,1,238
"2///Matières premières///Goudron ,poix et résine","Goudron, poix et résine","Goudron, poix et résine",,,,,,0,0,1,,,,,,6,,1,1,6,7
2///Matières premières///Graine de Lin,Graine ; de lin,Graine ; de lin,,,,,,0,0,1,,,,,,5,,1,1,5,432
2///Matières premières///Graine de lin,Graine ; de lin,Graine ; de lin,,,,,,0,0,1,,,,,,7,,1,1,7,432
2///Matières premières///Graines de diverses,Graine ; diverse,Graine,,,,,,0,0,1,,,,,,4,,1,1,4,6
2///Matières premières///Graines de jardin,Graine ; de jardin,Graine ; de jardin,,,,,,0,0,1,,,,,,8,,1,1,8,709
2///Matières premières///Graines de trèfle,Graine ; de trèfle,Graine ; de trèfle,,,,,,0,0,1,,,,,,3,,1,1,3,279
2///Matières premières///Graines diverses,Graine ; diverse,Graine ; diverse,,,,,,0,0,1,,,,,,7,,1,1,7,410
2///Matières premières///Graines diverses et de lin,Graine ; diverse,Graine ; diverse,,,,,,0,0,1,,,,,,10,,1,1,10,410
2///Matières premières///Houblon,Houblon,Houblon,,,,,,0,0,1,,,,,,2,,1,1,2,254
2///Matières premières///Huile d'olive pour fabriques,Huile ; d'olive ; pour fabriques,Huile ; d'olive ; pour fabriques,,,,,,0,0,1,,,,,,16,,1,1,16,20
2///Matières premières///Huile de graine,Huile ; de graine,Huile ; de graine,,,,,,0,0,1,,,,,,6,,1,1,6,383
2///Matières premières///Huile de grains,Huile ; de graine,Huile ; de graine,,,,,,0,0,1,,,,,,4,,1,1,4,383
2///Matières premières///Huile de poisson,Huile ; de poisson,Huile ; de poisson,,,,,,0,0,1,,,,,,22,,1,1,22,962
2///Matières premières///Huile de poissons,Huile ; de poisson,Huile ; de poisson,,,,,,0,0,1,,,,,,6,,1,1,6,962
2///Matières premières///Huiles d'Olive pour fabriques,Huile ; d'olive ; pour fabriques,Huile ; d'olive ; pour fabriques,,,,,,0,0,1,,,,,,4,,1,1,4,20
2///Matières premières///Pain de navette,Pains ; de navette,Pain ; de navette,,,,,,0,0,1,,,,,,1,,1,1,1,157
"2///Matières premières///Petasse, vedasses et gravelées","Potasses, vedasses et gravelées","Potasses, vedasses et gravelées",,,,,,0,0,1,,,,,,12,,1,1,12,33
"2///Matières premières///Potasse, vedasse et gravelées","Potasses, vedasses et gravelées","Potasses, vedasses et gravelées",,,,,,0,0,1,,,,,,8,,1,1,8,33
"2///Matières premières///Potasses, vedasses et gravelées","Potasses, vedasses et gravelées","Potasses, vedasses et gravelées",,,,,,0,0,1,,,,,,12,,1,1,12,33
2///Matières premières///Soie de porc et sanglier,Soie ; de porc et sanglier,Soie ; de porc et sanglier,,,,,,0,0,1,,,,,,5,,1,1,5,5
2///Matières premières///Soude,Soude,Soude,,,,,,0,0,1,,,,,,20,,1,1,20,434
2///Matières premières///Souffre et salpetre,Souffre et salpêtre,Souffre et salpêtre,,,,,,0,0,1,,,,,,5,,1,1,5,116
2///Matières premières///Soufre et Salpetre,Souffre et salpêtre,Souffre et salpêtre,,,,,,0,0,1,,,,,,2,,1,1,2,116
2///Matières premières///Soufre et salpetre,Souffre et salpêtre,Souffre et salpêtre,,,,,,0,0,1,,,,,,6,,1,1,6,116
2///Matières premières///Suif,Suif,Suif,,,,,,0,0,1,,,,,,44,,1,1,44,1000
2///Matières premières///Suif fondu et en chandelles,Suif ; fondu et en chandelles,Suif ; fondu et en Chandelle,,,,,,0,0,1,,,,,,1,,1,1,1,2
2///Matières premières///Tabacs,Tabac,Tabac,,,,,,0,0,1,,,,,,47,,1,1,47,823
2///Subsistances///Articles réunis,Subsistances ; Articles ; réunis,Subsistance,,,,,,0,0,1,,,,,,7,,1,1,7,8
2///Subsistances///Cacao,Cacao,Cacao,,,,,,0,0,1,,,,,,56,,1,1,56,1064
2///Subsistances///Café,Café,Café,,,,,,0,0,1,,,,,,71,,1,1,71,834
2///Subsistances///Chocolat,Chocolat,Chocolat,,,,,,0,0,1,,,,,,8,,1,1,8,459
2///Subsistances///Liqueurs,Liqueur,Liqueur,,,,,,0,0,1,,,,,,36,,1,1,36,1152
2///Subsistances///Liqueurs et Sirops,Liqueurs ; Sirops,Liqueur ; Sirops,,,,,,0,0,1,,,,,,3,,1,1,3,158
2///Subsistances///Liqueurs et sirops,Liqueurs ; Sirops,Liqueur ; Sirops,,,,,,0,0,1,,,,,,12,,1,1,12,158
"2///Subsistances///Provisions diverses,principalement en beurre",Subsistances ; Provisions ; diverses,Subsistance,,,,,,0,0,1,,,,,,1,,1,1,1,8
2///Subsistances///Sirops,Sirop,Sirop,,,,,,0,0,1,,,,,,45,,1,1,45,188
2///Subsistances///Sucre,Sucre,Sucre,,,,,,0,0,1,,,,,,72,,1,1,72,537
2///Subsistances///Thé,Thé,Thé,,,,,,0,0,1,,,,,,47,,1,1,47,917
2///Suite des matières premières///Articles réunis,Articles ; réunis,Matières premières,,,,,,0,0,1,,,,,,1,,1,1,1,95
3///Matières première///Alun,Alun,Drogue ; pour la peinture et la teinture ; alun,,,,,,0,0,1,,,,,,11,,1,1,11,1144
3///Matières première///Cochenille,Cochenille,Drogue ; pour la peinture et la teinture ; Cochenille,,,,,,0,0,1,,,,,,12,,1,1,12,816
3///Matières première///Drogues réunies,Drogues ; Réunies,Drogue ; Réunies,,,,,,0,0,1,,,,,,20,,1,1,20,55
3///Matières première///Garance,Garance,Drogue ; pour la peinture et la teinture,,,,,,0,0,1,,,,,,6,,1,1,6,775
3///Matières première///Indigo,Indigo,Drogue ; pour la peinture et la teinture ; indigo,,,,,,0,0,1,,,,,,18,,1,1,18,1740
3///Matières première///Rocou,Rocou,Drogue ; pour la peinture et la teinture ; Rocou,,,,,,0,0,1,,,,,,15,,1,1,15,951
3///Matières première///Verdet,Verdet,Drogue ; pour la peinture et la teinture ; Verdet,,,,,,0,0,1,,,,,,18,,1,1,18,767
3///Matières premières///Alquifoux ou mine de plomb,Alquifoux ou mine de plomb,Drogue ; pour la peinture et la teinture ; Alquifou,,,,,,0,0,1,,,,,,4,,1,1,4,19
