numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,remarks,DoubleAccounts
122,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,70,Cuirs ; de beuf ; tannés,"Allemagne, Lorraine et Païs de Liege",54.5,,2851.8,,1544.5,,0
123,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,70,Cuirs ; de beuf ; tannés,"Allemagne, Lorraine et Païs de Liege",1450,29.0,2851.8,en nombre,1544.5,,0
124,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,70,Cuirs ; de cheval ; en poil,"Allemagne, Lorraine et Païs de Liege",15,1.0,2851.8,en nombre,15,,0
125,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,70,Cuirs ; doré,"Allemagne, Lorraine et Païs de Liege",450,450.0,2851.8,livres,450,,0
126,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,70,Cuirs ; de Russie,"Allemagne, Lorraine et Païs de Liege",362.3,207.0,2851.8,livres,842.3,,0
127,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,70,Cuirs ; de Russie,"Allemagne, Lorraine et Païs de Liege",480,24.0,2851.8,en nombre,842.3,,0
128,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,71,Cuivre ; en batterie,"Allemagne, Lorraine et Païs de Liege",515325,343550.0,546422.9,livres,515325,,0
129,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,71,Cuivre ; ouvré,"Allemagne, Lorraine et Païs de Liege",14205,9470.0,546422.9,livres,15547.5,,0
130,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,71,Cuivre ; ouvré,"Allemagne, Lorraine et Païs de Liege",1342.5,895.0,546422.9,livres,15547.5,,0
131,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,71,Cuivre ; en planches,"Allemagne, Lorraine et Païs de Liege",2142.4,1648.0,546422.9,livres,14560.4,,0
132,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,71,Cuivre ; en planches,"Allemagne, Lorraine et Païs de Liege",12418,8870.0,546422.9,livres,14560.4,,0
133,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,71,Cuivre ; vieux,"Allemagne, Lorraine et Païs de Liege",990,1100.0,546422.9,livres,990,,0
134,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,71,Cuvier,"Allemagne, Lorraine et Païs de Liege",10,1.0,10,en nombre,,,0
135,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,71,Dentelle ; de fil ; blanc,"Allemagne, Lorraine et Païs de Liege",320,2.0,445,livres,,,0
136,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,71,Dentelle ; de fil ; blanc,"Allemagne, Lorraine et Païs de Liege",60,6.0,445,onces,,,0
137,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,St. Quentin,71,Dentelle ; de fil ; blanc,"Allemagne, Lorraine et Païs de Liege",65,5.0,445,onces,,,0
138,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,72,Dominoterie,"Allemagne, Lorraine et Païs de Liege",150,15.0,150,livres,,,0
139,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,72,Doüelles ; à tonneaux,"Allemagne, Lorraine et Païs de Liege",6240,104.0,16883,treittes,,,0
140,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,72,Doüelles ; à tonneaux,"Allemagne, Lorraine et Païs de Liege",9788,122350.0,16883,pièces,,,0
141,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,72,Doüelles ; à tonneaux,"Allemagne, Lorraine et Païs de Liege",855,8550.0,16883,douelles,,,0
142,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,72,Dragées,"Allemagne, Lorraine et Païs de Liege",46.3,37.0,55.3,livres,,,0
143,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,72,Sirop ; mélasse,"Allemagne, Lorraine et Païs de Liege",9,9.0,55.3,livres,,,0
144,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,72,Drap ; de laine,"Allemagne, Lorraine et Païs de Liege",320,18.0,320,aunes,,,0
145,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,73,Echalats,"Allemagne, Lorraine et Païs de Liege",360,9.0,1365,chars,,,0
146,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,73,Echalats,"Allemagne, Lorraine et Païs de Liege",1005,33.0,1365,charretées,,,0
147,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,74,Ecorce ; de chêne,"Allemagne, Lorraine et Païs de Liege",180,6.0,2657.5,charretées,,,0
148,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,74,Ecorce ; de chêne,"Allemagne, Lorraine et Païs de Liege",1275,17.0,2657.5,chariots,,,0
149,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,74,Ecorce ; de chêne,"Allemagne, Lorraine et Païs de Liege",1162.5,4650.0,2657.5,livres,,,0
150,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,74,Ecorce ; de chêne,"Allemagne, Lorraine et Païs de Liege",40,,2657.5,,,,0
151,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,74,Essence,"Allemagne, Lorraine et Païs de Liege",468,,468,,,,0
152,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,74,Etaim ; en bloc,"Allemagne, Lorraine et Païs de Liege",431.3,375.0,4233.3,livres,,,0
153,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,74,Etaim ; ouvré,"Allemagne, Lorraine et Païs de Liege",3802,3802.0,4233.3,livres,,,0
154,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,75,Fagots,"Allemagne, Lorraine et Païs de Liege",27.4,365.0,27.4,en nombre,,,0
155,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,76,Faucilles,"Allemagne, Lorraine et Païs de Liege",787.5,2625.0,865.5,livres,,,0
156,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,76,Faucilles,"Allemagne, Lorraine et Païs de Liege",78,260.0,865.5,livres,,,0
157,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,76,Faulx ; à faucher,"Allemagne, Lorraine et Païs de Liege",236.4,394.0,266.4,livres,,,0
158,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,76,Faulx ; à faucher,"Allemagne, Lorraine et Païs de Liege",30,50.0,266.4,livres,,,0
159,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,76,Fayance,"Allemagne, Lorraine et Païs de Liege",600,1200.0,600,livres,,,0
160,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,76,Fer ; en bandes,"Allemagne, Lorraine et Païs de Liege",325,6500.0,235849.1,livres,325,,0
161,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,76,Fer ; en barres,"Allemagne, Lorraine et Païs de Liege",71944,899300.0,235849.1,livres,140249.3,,0
162,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,76,Fer ; en barres,"Allemagne, Lorraine et Païs de Liege",14404,180050.0,235849.1,livres,140249.3,,0
163,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,76,Fer ; en barres,"Allemagne, Lorraine et Païs de Liege",53581.3,428650.0,235849.1,livres,140249.3,,0
164,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,76,Fer ; en barres,"Allemagne, Lorraine et Païs de Liege",320,4000.0,235849.1,livres,140249.3,,0
165,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,76,Fer ; en batterie,"Allemagne, Lorraine et Païs de Liege",181,905.0,235849.1,livres,181,,0
166,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,76,Fer ; battu,"Allemagne, Lorraine et Païs de Liege",5.4,27.0,235849.1,livres,4180.9,,0
167,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,76,Fer ; battu,"Allemagne, Lorraine et Païs de Liege",4175.5,23860.0,235849.1,livres,4180.9,,0
168,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,76,Fer ; blanc,"Allemagne, Lorraine et Païs de Liege",90,1.0,235849.1,barils doubles,7903,,0
169,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,76,Fer ; blanc,"Allemagne, Lorraine et Païs de Liege",6780,113.0,235849.1,barils simples,7903,,0
170,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,76,Fer ; blanc,"Allemagne, Lorraine et Païs de Liege",3,10.0,235849.1,feuilles,7903,,0
171,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,76,Fer ; blanc,"Allemagne, Lorraine et Païs de Liege",990,11.0,235849.1,barils doubles,7903,,0
172,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,76,Fer ; blanc,"Allemagne, Lorraine et Païs de Liege",40,200.0,235849.1,feuilles,7903,,0
173,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,76,Fer ; coulé,"Allemagne, Lorraine et Païs de Liege",93.8,1250.0,235849.1,livres,38728,,0
174,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,76,Fer ; coulé,"Allemagne, Lorraine et Païs de Liege",22548.2,225482.0,235849.1,livres,38728,,0
175,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,76,Fer ; coulé,"Allemagne, Lorraine et Païs de Liege",16086,134050.0,235849.1,livres,38728,,0
176,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,76,Fer ; en ècopes,"Allemagne, Lorraine et Païs de Liege",80,500.0,235849.1,livres,270.8,,0
177,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,St. Quentin,76,Fer ; en ècopes,"Allemagne, Lorraine et Païs de Liege",190.8,1090.0,235849.1,livres,270.8,,0
178,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,76,Fer ; en ètrilles,"Allemagne, Lorraine et Païs de Liege",24,200.0,235849.1,livres,221.5,,0
179,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,St. Quentin,76,Fer ; en ètrilles,"Allemagne, Lorraine et Païs de Liege",197.5,1975.0,235849.1,livres,221.5,,0
180,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,76,Fer ; en lames,"Allemagne, Lorraine et Païs de Liege",2931.2,22900.0,235849.1,livres,2969.5,,0
181,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,St. Quentin,76,Fer ; en lames,"Allemagne, Lorraine et Païs de Liege",38.3,300.0,235849.1,livres,2969.5,,0
182,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,77,Fer ; noir,"Allemagne, Lorraine et Païs de Liege",160,4.0,235849.1,barils,1300,,0
183,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,77,Fer ; noir,"Allemagne, Lorraine et Païs de Liege",720,12.0,235849.1,barils,1300,,0
184,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,77,Fer ; noir,"Allemagne, Lorraine et Païs de Liege",420,7.0,235849.1,barils,1300,,0
185,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,77,Fer ; ouvré,"Allemagne, Lorraine et Païs de Liege",8.3,27.0,235849.1,livres,254.3,,0
186,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,St. Quentin,77,Fer ; ouvré,"Allemagne, Lorraine et Païs de Liege",246,1230.0,235849.1,livres,254.3,,0
187,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,77,Fer ; en pentures,"Allemagne, Lorraine et Païs de Liege",9,90.0,235849.1,livres,9,,0
188,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,77,Fer ; en plaques,"Allemagne, Lorraine et Païs de Liege",12.5,125.0,235849.1,livres,12.5,,0
189,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,77,Fer ; en platines,"Allemagne, Lorraine et Païs de Liege",7107.5,71075.0,235849.1,livres,7107.5,,0
190,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,77,Fer ; spaté,"Allemagne, Lorraine et Païs de Liege",1535.3,13350.0,235849.1,livres,1535.3,,0
191,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,77,Fer ; en taule,"Allemagne, Lorraine et Païs de Liege",190.8,763.0,235849.1,livres,1799.5,,0
192,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,77,Fer ; en taule,"Allemagne, Lorraine et Païs de Liege",1496.3,5985.0,235849.1,livres,1799.5,,0
193,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,St. Quentin,77,Fer ; en taule,"Allemagne, Lorraine et Païs de Liege",112.5,450.0,235849.1,livres,1799.5,,0
194,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Flandre,77,Fer ; en verges,"Allemagne, Lorraine et Païs de Liege",28570,285700.0,235849.1,livres,28781,,0
195,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,St. Quentin,77,Fer ; en verges,"Allemagne, Lorraine et Païs de Liege",211,2110.0,235849.1,livres,28781,,0
196,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,77,Fer ; vieux,"Allemagne, Lorraine et Païs de Liege",21.3,425.0,235849.1,livres,21.3,,0
197,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,77,Feves,"Allemagne, Lorraine et Païs de Liege",2180,109.0,3488,septiers,,,0
198,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,77,Feves,"Allemagne, Lorraine et Païs de Liege",1302,868.0,3488,boisseaux,,,0
199,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Langres,77,Feves,"Allemagne, Lorraine et Païs de Liege",6,4.0,3488,bichets,,,0
200,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,77,Figures ; de bronze,"Allemagne, Lorraine et Païs de Liege",200,1.0,200,en nombre,,,0
201,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Chaalons,78,Fil ; de chanvre,"Allemagne, Lorraine et Païs de Liege",682,341.0,410911,livres,972,,0
202,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,78,Fil ; de chanvre,"Allemagne, Lorraine et Païs de Liege",290,145.0,410911,livres,972,,0
203,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bourgogne,78,Fil ; à coudre,"Allemagne, Lorraine et Païs de Liege",1002,501.0,410911,livres,2302,,0
204,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Charleville,78,Fil ; à coudre,"Allemagne, Lorraine et Païs de Liege",1300,650.0,410911,livres,2302,,0
